C28992R100;score
E1212N4878;-55,07
E1213N4878;-97,01
E1214N4878;-197,84
E1215N4878;-223,99
E1216N4878;-274,79
E1217N4878;-225,16
E1218N4878;-179,26
E1219N4878;-118,44
E1220N4878;-78,23
E1221N4878;-25,62
E1222N4878;-8,22
E1223N4878;-2,62
E1224N4878;-2,97
E1225N4878;-3,25
E1226N4878;-1,80
E1227N4878;-1,93
E1228N4878;-2,97
E1229N4878;-2,63
E1230N4878;-2,76
E1231N4878;-3,60
E1232N4878;-5,49
E1233N4878;-6,71
E1234N4878;-7,83
E1235N4878;-5,51
E1236N4878;-3,59
E1237N4878;-2,28
E1238N4878;-2,09
E1239N4878;-1,17
E1240N4878;-0,48
E1241N4878;-2,34
E1242N4878;-6,77
E1243N4878;-8,64
E1244N4878;-9,58
E1245N4878;-6,99
E1246N4878;-5,94
E1247N4878;-7,77
E1248N4878;-9,09
E1249N4878;-6,12
E1250N4878;-2,57
E1276N4878;-0,22
E1277N4878;-0,52
E1278N4878;-0,52
E1279N4878;-0,52
E1280N4878;-0,22
E1143N4879;-0,96
E1144N4879;-0,96
E1145N4879;-0,96
E1149N4879;-1,80
E1150N4879;-5,24
E1151N4879;-6,80
E1152N4879;-7,10
E1153N4879;-4,69
E1154N4879;-1,52
E1155N4879;-0,18
E1156N4879;-1,11
E1157N4879;-5,40
E1158N4879;-11,91
E1159N4879;-14,08
E1160N4879;-16,74
E1161N4879;-15,93
E1162N4879;-15,34
E1163N4879;-15,01
E1164N4879;-11,07
E1165N4879;-6,66
E1166N4879;-3,59
E1167N4879;-0,14
E1169N4879;-0,41
E1170N4879;-0,68
E1171N4879;-4,13
E1172N4879;-6,51
E1173N4879;-6,65
E1174N4879;-3,73
E1175N4879;-2,30
E1176N4879;-5,82
E1177N4879;-7,58
E1178N4879;-7,45
E1179N4879;-8,89
E1180N4879;-12,25
E1181N4879;-16,43
E1182N4879;-24,63
E1183N4879;-31,18
E1184N4879;-28,48
E1185N4879;-23,97
E1186N4879;-15,36
E1187N4879;-7,56
E1188N4879;-8,90
E1189N4879;-10,72
E1190N4879;-11,78
E1191N4879;-7,14
E1192N4879;-2,81
E1193N4879;-0,29
E1195N4879;-1,31
E1196N4879;-1,31
E1197N4879;-1,31
E1198N4879;-9,36
E1199N4879;-15,29
E1200N4879;-17,60
E1201N4879;-10,54
E1202N4879;-8,95
E1203N4879;-10,81
E1204N4879;-25,80
E1205N4879;-55,43
E1206N4879;-73,44
E1207N4879;-79,39
E1208N4879;-68,08
E1209N4879;-52,41
E1210N4879;-39,51
E1211N4879;-26,58
E1212N4879;-36,29
E1213N4879;-85,87
E1214N4879;-166,57
E1215N4879;-210,17
E1216N4879;-193,34
E1217N4879;-147,38
E1218N4879;-94,37
E1219N4879;-65,47
E1220N4879;-34,62
E1221N4879;-16,81
E1222N4879;-4,14
E1223N4879;-1,44
E1224N4879;-1,31
E1225N4879;-1,47
E1226N4879;-0,35
E1227N4879;-1,47
E1228N4879;-2,63
E1229N4879;-3,75
E1230N4879;-2,76
E1231N4879;-1,44
E1232N4879;-3,15
E1233N4879;-4,46
E1234N4879;-5,49
E1235N4879;-3,47
E1236N4879;-3,25
E1237N4879;-1,50
E1238N4879;-1,01
E1239N4879;-0,32
E1240N4879;-0,32
E1241N4879;-2,47
E1242N4879;-5,91
E1243N4879;-9,57
E1244N4879;-7,65
E1245N4879;-5,25
E1246N4879;-3,76
E1247N4879;-6,59
E1248N4879;-5,87
E1249N4879;-5,45
E1250N4879;-2,16
E1277N4879;-0,22
E1278N4879;-0,22
E1279N4879;-0,22
E1142N4880;-0,96
E1143N4880;-2,24
E1144N4880;-2,24
E1145N4880;-2,24
E1146N4880;-0,96
E1149N4880;-1,80
E1150N4880;-4,20
E1151N4880;-7,10
E1152N4880;-5,56
E1153N4880;-3,15
E1154N4880;-0,32
E1155N4880;-0,06
E1156N4880;-1,11
E1157N4880;-3,73
E1158N4880;-6,92
E1159N4880;-8,76
E1160N4880;-9,91
E1161N4880;-9,39
E1162N4880;-11,56
E1163N4880;-13,26
E1164N4880;-16,36
E1165N4880;-21,90
E1166N4880;-18,42
E1167N4880;-12,55
E1168N4880;-3,26
E1169N4880;-4,35
E1170N4880;-8,16
E1171N4880;-13,53
E1172N4880;-17,76
E1173N4880;-17,39
E1174N4880;-13,07
E1175N4880;-5,49
E1176N4880;-5,82
E1177N4880;-9,20
E1178N4880;-9,53
E1179N4880;-9,25
E1180N4880;-12,56
E1181N4880;-19,86
E1182N4880;-27,29
E1183N4880;-33,85
E1184N4880;-34,63
E1185N4880;-30,17
E1186N4880;-22,92
E1187N4880;-16,61
E1188N4880;-16,49
E1189N4880;-13,07
E1190N4880;-11,09
E1191N4880;-7,22
E1192N4880;-2,14
E1193N4880;-0,29
E1197N4880;-6,99
E1198N4880;-18,33
E1199N4880;-23,05
E1200N4880;-27,39
E1201N4880;-17,80
E1202N4880;-10,71
E1203N4880;-13,61
E1204N4880;-22,39
E1205N4880;-46,04
E1206N4880;-59,86
E1207N4880;-73,07
E1208N4880;-66,50
E1209N4880;-53,45
E1210N4880;-37,81
E1211N4880;-39,75
E1212N4880;-48,51
E1213N4880;-100,08
E1214N4880;-140,43
E1215N4880;-171,83
E1216N4880;-139,68
E1217N4880;-94,22
E1218N4880;-43,54
E1219N4880;-33,99
E1220N4880;-20,74
E1221N4880;-7,05
E1222N4880;-0,72
E1223N4880;-0,32
E1224N4880;-0,32
E1225N4880;-0,14
E1226N4880;-0,27
E1227N4880;-1,40
E1228N4880;-2,90
E1229N4880;-2,63
E1230N4880;-2,63
E1231N4880;-1,26
E1232N4880;-0,81
E1233N4880;-2,12
E1234N4880;-3,47
E1235N4880;-3,56
E1236N4880;-2,25
E1237N4880;-1,17
E1238N4880;-0,59
E1239N4880;-0,45
E1240N4880;-0,32
E1241N4880;-2,34
E1242N4880;-5,28
E1243N4880;-5,73
E1244N4880;-5,73
E1245N4880;-2,94
E1246N4880;-0,29
E1247N4880;-2,45
E1248N4880;-2,16
E1249N4880;-2,16
E1142N4881;-0,96
E1143N4881;-2,24
E1144N4881;-3,20
E1145N4881;-2,24
E1146N4881;-0,96
E1148N4881;-2,16
E1149N4881;-3,96
E1150N4881;-6,36
E1151N4881;-4,26
E1152N4881;-4,34
E1153N4881;-2,00
E1154N4881;-0,28
E1155N4881;-0,20
E1156N4881;-0,14
E1157N4881;-1,52
E1158N4881;-2,79
E1159N4881;-2,79
E1160N4881;-3,12
E1161N4881;-2,88
E1162N4881;-6,36
E1163N4881;-16,20
E1164N4881;-30,62
E1165N4881;-47,53
E1166N4881;-39,11
E1167N4881;-32,91
E1168N4881;-16,65
E1169N4881;-9,22
E1170N4881;-12,75
E1171N4881;-19,46
E1172N4881;-25,19
E1173N4881;-23,06
E1174N4881;-15,95
E1175N4881;-7,24
E1176N4881;-5,82
E1177N4881;-7,85
E1178N4881;-8,08
E1179N4881;-9,79
E1180N4881;-12,42
E1181N4881;-15,34
E1182N4881;-23,56
E1183N4881;-29,90
E1184N4881;-30,42
E1185N4881;-30,71
E1186N4881;-31,09
E1187N4881;-30,70
E1188N4881;-28,93
E1189N4881;-23,19
E1190N4881;-8,47
E1191N4881;-4,47
E1192N4881;-0,55
E1195N4881;-0,57
E1196N4881;-0,57
E1197N4881;-8,13
E1198N4881;-19,87
E1199N4881;-31,79
E1200N4881;-26,46
E1201N4881;-16,74
E1202N4881;-9,45
E1203N4881;-11,24
E1204N4881;-15,50
E1205N4881;-31,17
E1206N4881;-47,64
E1207N4881;-61,57
E1208N4881;-69,89
E1209N4881;-61,42
E1210N4881;-55,51
E1211N4881;-61,80
E1212N4881;-74,10
E1213N4881;-105,52
E1214N4881;-136,89
E1215N4881;-107,07
E1216N4881;-82,02
E1217N4881;-41,19
E1218N4881;-19,69
E1219N4881;-19,39
E1220N4881;-9,42
E1221N4881;-3,36
E1222N4881;-0,54
E1223N4881;-0,48
E1224N4881;-0,48
E1225N4881;-0,62
E1226N4881;-0,63
E1227N4881;-0,63
E1228N4881;-1,76
E1229N4881;-1,40
E1230N4881;-1,13
E1232N4881;-0,67
E1233N4881;-1,98
E1234N4881;-2,79
E1235N4881;-3,15
E1236N4881;-2,52
E1237N4881;-1,17
E1238N4881;-0,59
E1239N4881;-0,32
E1240N4881;-0,32
E1241N4881;-0,14
E1242N4881;-2,20
E1243N4881;-2,20
E1244N4881;-2,20
E1142N4882;-1,19
E1143N4882;-2,47
E1144N4882;-2,47
E1145N4882;-2,24
E1146N4882;-0,96
E1147N4882;-2,16
E1148N4882;-5,58
E1149N4882;-5,58
E1150N4882;-8,06
E1151N4882;-6,36
E1152N4882;-4,28
E1153N4882;-1,94
E1154N4882;-0,45
E1155N4882;-0,38
E1156N4882;-0,32
E1157N4882;-0,14
E1158N4882;-0,41
E1159N4882;-0,41
E1160N4882;-1,44
E1161N4882;-2,55
E1162N4882;-8,76
E1163N4882;-22,62
E1164N4882;-42,09
E1165N4882;-59,16
E1166N4882;-58,04
E1167N4882;-39,40
E1168N4882;-20,71
E1169N4882;-11,25
E1170N4882;-13,45
E1171N4882;-19,19
E1172N4882;-21,74
E1173N4882;-22,03
E1174N4882;-15,41
E1175N4882;-5,35
E1176N4882;-1,76
E1177N4882;-3,61
E1178N4882;-4,33
E1179N4882;-2,98
E1180N4882;-4,50
E1181N4882;-6,01
E1182N4882;-8,83
E1183N4882;-11,69
E1184N4882;-15,40
E1185N4882;-20,18
E1186N4882;-29,94
E1187N4882;-45,14
E1188N4882;-43,38
E1189N4882;-34,12
E1190N4882;-13,63
E1191N4882;-2,45
E1192N4882;-0,63
E1193N4882;-0,27
E1194N4882;-0,57
E1195N4882;-1,33
E1196N4882;-1,90
E1197N4882;-11,07
E1198N4882;-21,23
E1199N4882;-23,58
E1200N4882;-23,83
E1201N4882;-13,79
E1202N4882;-5,49
E1203N4882;-12,08
E1204N4882;-13,31
E1205N4882;-21,01
E1206N4882;-35,75
E1207N4882;-54,76
E1208N4882;-69,10
E1209N4882;-72,83
E1210N4882;-73,51
E1211N4882;-75,21
E1212N4882;-93,97
E1213N4882;-93,28
E1214N4882;-84,17
E1215N4882;-59,24
E1216N4882;-32,66
E1217N4882;-5,40
E1218N4882;-8,55
E1219N4882;-8,28
E1220N4882;-5,44
E1221N4882;-1,53
E1222N4882;-0,76
E1223N4882;-0,80
E1224N4882;-0,80
E1225N4882;-1,08
E1226N4882;-0,98
E1227N4882;-0,90
E1228N4882;-0,63
E1229N4882;-0,27
E1231N4882;-0,14
E1232N4882;-0,14
E1233N4882;-0,81
E1234N4882;-1,35
E1235N4882;-1,71
E1236N4882;-1,04
E1237N4882;-0,63
E1238N4882;-0,41
E1239N4882;-0,14
E1240N4882;-0,14
E1141N4883;-0,22
E1142N4883;-0,52
E1143N4883;-1,48
E1144N4883;-1,48
E1145N4883;-1,19
E1147N4883;-2,70
E1148N4883;-6,30
E1149N4883;-9,14
E1150N4883;-9,54
E1151N4883;-8,16
E1152N4883;-5,52
E1153N4883;-6,91
E1154N4883;-4,20
E1155N4883;-2,61
E1156N4883;-0,32
E1157N4883;-0,14
E1160N4883;-1,04
E1161N4883;-3,42
E1162N4883;-11,40
E1163N4883;-21,49
E1164N4883;-42,46
E1165N4883;-54,57
E1166N4883;-50,08
E1167N4883;-35,66
E1168N4883;-20,17
E1169N4883;-8,41
E1170N4883;-7,99
E1171N4883;-10,90
E1172N4883;-13,87
E1173N4883;-13,60
E1174N4883;-10,16
E1175N4883;-3,27
E1177N4883;-0,27
E1178N4883;-0,90
E1179N4883;-1,17
E1180N4883;-0,90
E1181N4883;-0,27
E1183N4883;-2,96
E1184N4883;-5,54
E1185N4883;-11,57
E1186N4883;-30,17
E1187N4883;-45,84
E1188N4883;-52,57
E1189N4883;-38,76
E1190N4883;-18,85
E1191N4883;-3,89
E1192N4883;-2,93
E1193N4883;-0,54
E1194N4883;-0,57
E1195N4883;-1,33
E1196N4883;-3,20
E1197N4883;-7,09
E1198N4883;-16,52
E1199N4883;-17,66
E1200N4883;-15,74
E1201N4883;-11,04
E1202N4883;-14,36
E1203N4883;-20,37
E1204N4883;-15,91
E1205N4883;-19,92
E1206N4883;-29,38
E1207N4883;-48,31
E1208N4883;-75,47
E1209N4883;-85,69
E1210N4883;-82,84
E1211N4883;-87,44
E1212N4883;-70,46
E1213N4883;-65,38
E1214N4883;-43,94
E1215N4883;-19,51
E1216N4883;-1,20
E1217N4883;-2,24
E1218N4883;-2,90
E1219N4883;-3,32
E1220N4883;-2,18
E1221N4883;-0,93
E1222N4883;-1,14
E1223N4883;-1,22
E1224N4883;-1,15
E1225N4883;-1,08
E1226N4883;-4,70
E1227N4883;-4,35
E1228N4883;-4,35
E1229N4883;-0,27
E1230N4883;-0,48
E1231N4883;-0,66
E1232N4883;-0,66
E1233N4883;-0,32
E1234N4883;-0,14
E1235N4883;-0,27
E1236N4883;-0,27
E1237N4883;-0,27
E1238N4883;-0,14
E1239N4883;-0,14
E1240N4883;-0,14
E1141N4884;-0,22
E1142N4884;-0,52
E1143N4884;-0,75
E1144N4884;-0,52
E1145N4884;-0,22
E1147N4884;-2,70
E1148N4884;-6,30
E1149N4884;-7,52
E1150N4884;-9,54
E1151N4884;-8,84
E1152N4884;-9,29
E1153N4884;-9,74
E1154N4884;-7,02
E1155N4884;-5,36
E1156N4884;-2,48
E1157N4884;-0,14
E1160N4884;-1,77
E1161N4884;-4,40
E1162N4884;-10,13
E1163N4884;-19,05
E1164N4884;-23,63
E1165N4884;-34,88
E1166N4884;-26,93
E1167N4884;-19,22
E1168N4884;-6,77
E1169N4884;-3,14
E1170N4884;-3,14
E1171N4884;-2,33
E1172N4884;-6,11
E1173N4884;-7,59
E1174N4884;-7,59
E1175N4884;-3,80
E1176N4884;-1,11
E1177N4884;-0,27
E1178N4884;-0,63
E1179N4884;-0,63
E1180N4884;-0,63
E1181N4884;-0,41
E1182N4884;-0,54
E1183N4884;-2,31
E1184N4884;-4,54
E1185N4884;-6,16
E1186N4884;-23,88
E1187N4884;-40,57
E1188N4884;-46,85
E1189N4884;-37,38
E1190N4884;-21,13
E1191N4884;-6,67
E1192N4884;-5,98
E1193N4884;-4,95
E1194N4884;-2,86
E1195N4884;-3,35
E1196N4884;-5,23
E1197N4884;-13,56
E1198N4884;-18,23
E1199N4884;-19,60
E1200N4884;-25,00
E1201N4884;-35,04
E1202N4884;-38,13
E1203N4884;-36,81
E1204N4884;-23,22
E1205N4884;-14,80
E1206N4884;-24,01
E1207N4884;-47,99
E1208N4884;-65,40
E1209N4884;-80,40
E1210N4884;-68,20
E1211N4884;-55,78
E1212N4884;-41,25
E1213N4884;-25,90
E1214N4884;-8,73
E1215N4884;-1,50
E1216N4884;-0,32
E1217N4884;-0,86
E1218N4884;-1,01
E1219N4884;-1,52
E1220N4884;-1,31
E1221N4884;-1,49
E1222N4884;-1,67
E1223N4884;-1,75
E1224N4884;-1,29
E1225N4884;-4,53
E1226N4884;-11,42
E1227N4884;-11,08
E1228N4884;-11,08
E1229N4884;-4,07
E1230N4884;-0,94
E1231N4884;-1,12
E1232N4884;-1,54
E1233N4884;-2,97
E1234N4884;-2,45
E1235N4884;-2,03
E1237N4884;-0,27
E1238N4884;-0,45
E1239N4884;-0,45
E1240N4884;-0,32
E1241N4884;-0,14
E1141N4885;-0,22
E1142N4885;-0,52
E1143N4885;-0,52
E1144N4885;-0,52
E1145N4885;-0,22
E1147N4885;-0,54
E1148N4885;-3,42
E1149N4885;-4,10
E1150N4885;-6,66
E1151N4885;-6,00
E1152N4885;-7,62
E1153N4885;-9,60
E1154N4885;-9,00
E1155N4885;-5,18
E1156N4885;-2,30
E1160N4885;-0,74
E1161N4885;-2,89
E1162N4885;-4,63
E1163N4885;-9,49
E1164N4885;-7,88
E1165N4885;-10,88
E1166N4885;-5,15
E1167N4885;-4,05
E1171N4885;-1,21
E1172N4885;-3,95
E1173N4885;-6,64
E1174N4885;-6,54
E1175N4885;-3,80
E1176N4885;-1,11
E1178N4885;-0,27
E1179N4885;-0,27
E1180N4885;-0,41
E1181N4885;-0,72
E1182N4885;-1,26
E1183N4885;-3,03
E1184N4885;-5,35
E1185N4885;-6,62
E1186N4885;-15,58
E1187N4885;-31,52
E1188N4885;-33,29
E1189N4885;-32,56
E1190N4885;-18,18
E1191N4885;-10,14
E1192N4885;-7,92
E1193N4885;-7,38
E1194N4885;-4,99
E1195N4885;-5,86
E1196N4885;-8,85
E1197N4885;-16,29
E1198N4885;-22,74
E1199N4885;-28,33
E1200N4885;-43,99
E1201N4885;-55,49
E1202N4885;-60,60
E1203N4885;-52,82
E1204N4885;-28,05
E1205N4885;-18,31
E1206N4885;-27,04
E1207N4885;-44,23
E1208N4885;-60,83
E1209N4885;-65,54
E1210N4885;-47,97
E1211N4885;-33,13
E1212N4885;-21,39
E1213N4885;-9,44
E1214N4885;-7,20
E1215N4885;-2,66
E1216N4885;-0,32
E1217N4885;-0,42
E1218N4885;-0,89
E1219N4885;-1,47
E1220N4885;-1,99
E1221N4885;-2,14
E1222N4885;-2,15
E1223N4885;-1,75
E1224N4885;-1,29
E1225N4885;-6,54
E1226N4885;-13,65
E1227N4885;-18,74
E1228N4885;-15,02
E1229N4885;-7,56
E1230N4885;-3,01
E1231N4885;-3,82
E1232N4885;-5,88
E1233N4885;-6,05
E1234N4885;-5,52
E1235N4885;-5,35
E1236N4885;-2,51
E1237N4885;-0,79
E1238N4885;-0,63
E1239N4885;-0,77
E1240N4885;-0,45
E1241N4885;-0,14
E1294N4885;-1,47
E1295N4885;-1,47
E1296N4885;-1,47
E1142N4886;-0,22
E1143N4886;-0,22
E1144N4886;-0,22
E1148N4886;-0,54
E1149N4886;-0,54
E1150N4886;-1,21
E1151N4886;-2,34
E1152N4886;-4,50
E1153N4886;-6,71
E1154N4886;-5,04
E1155N4886;-5,04
E1156N4886;-2,16
E1160N4886;-0,74
E1161N4886;-1,72
E1162N4886;-1,85
E1163N4886;-2,54
E1164N4886;-1,56
E1165N4886;-0,69
E1171N4886;-1,21
E1172N4886;-3,95
E1173N4886;-5,43
E1174N4886;-5,43
E1175N4886;-3,80
E1176N4886;-1,11
E1180N4886;-0,14
E1181N4886;-0,72
E1182N4886;-1,40
E1183N4886;-2,09
E1184N4886;-3,55
E1185N4886;-4,53
E1186N4886;-7,91
E1187N4886;-16,96
E1188N4886;-19,83
E1189N4886;-19,87
E1190N4886;-11,97
E1191N4886;-7,38
E1192N4886;-7,38
E1193N4886;-7,38
E1194N4886;-7,64
E1195N4886;-5,91
E1196N4886;-8,16
E1197N4886;-15,10
E1198N4886;-21,63
E1199N4886;-30,14
E1200N4886;-45,88
E1201N4886;-61,55
E1202N4886;-61,56
E1203N4886;-47,14
E1204N4886;-23,29
E1205N4886;-13,92
E1206N4886;-23,61
E1207N4886;-39,89
E1208N4886;-46,07
E1209N4886;-42,36
E1210N4886;-28,16
E1211N4886;-19,03
E1212N4886;-14,75
E1213N4886;-14,33
E1214N4886;-12,02
E1215N4886;-5,46
E1216N4886;-0,76
E1217N4886;-0,42
E1218N4886;-0,89
E1219N4886;-1,47
E1220N4886;-1,84
E1221N4886;-1,75
E1222N4886;-1,63
E1223N4886;-1,46
E1224N4886;-0,94
E1225N4886;-6,20
E1226N4886;-15,02
E1227N4886;-20,00
E1228N4886;-17,87
E1229N4886;-12,48
E1230N4886;-8,47
E1231N4886;-8,08
E1232N4886;-11,26
E1233N4886;-10,29
E1234N4886;-9,27
E1235N4886;-6,55
E1236N4886;-3,10
E1237N4886;-1,57
E1238N4886;-1,42
E1239N4886;-0,81
E1240N4886;-0,45
E1241N4886;-0,14
E1293N4886;-1,47
E1294N4886;-3,43
E1295N4886;-3,43
E1296N4886;-3,43
E1297N4886;-1,47
E1153N4887;-2,16
E1154N4887;-2,16
E1155N4887;-2,16
E1161N4887;-0,74
E1162N4887;-0,74
E1163N4887;-0,74
E1172N4887;-1,21
E1173N4887;-2,33
E1174N4887;-2,33
E1175N4887;-1,11
E1180N4887;-0,14
E1181N4887;-0,72
E1182N4887;-1,26
E1183N4887;-1,40
E1184N4887;-1,68
E1185N4887;-2,80
E1186N4887;-6,05
E1187N4887;-9,68
E1188N4887;-12,25
E1189N4887;-10,25
E1190N4887;-8,31
E1191N4887;-4,32
E1192N4887;-4,32
E1193N4887;-5,61
E1194N4887;-6,16
E1195N4887;-6,73
E1196N4887;-7,36
E1197N4887;-11,93
E1198N4887;-17,12
E1199N4887;-26,34
E1200N4887;-38,65
E1201N4887;-50,66
E1202N4887;-43,88
E1203N4887;-33,24
E1204N4887;-12,83
E1205N4887;-9,17
E1206N4887;-19,99
E1207N4887;-29,87
E1208N4887;-29,10
E1209N4887;-25,54
E1210N4887;-12,83
E1211N4887;-8,92
E1212N4887;-15,86
E1213N4887;-16,33
E1214N4887;-13,00
E1215N4887;-5,13
E1216N4887;-0,59
E1217N4887;-0,29
E1218N4887;-0,89
E1219N4887;-1,19
E1220N4887;-1,19
E1221N4887;-1,29
E1222N4887;-1,16
E1223N4887;-1,21
E1224N4887;-1,08
E1225N4887;-2,75
E1226N4887;-11,09
E1227N4887;-14,29
E1228N4887;-15,66
E1229N4887;-11,27
E1230N4887;-11,56
E1231N4887;-13,04
E1232N4887;-15,15
E1233N4887;-13,76
E1234N4887;-12,25
E1235N4887;-11,43
E1236N4887;-9,28
E1237N4887;-4,16
E1238N4887;-3,28
E1239N4887;-1,01
E1240N4887;-0,45
E1293N4887;-1,47
E1294N4887;-3,43
E1295N4887;-4,90
E1296N4887;-3,43
E1297N4887;-1,47
E1173N4888;-0,27
E1174N4888;-0,27
E1175N4888;-0,27
E1177N4888;-0,22
E1178N4888;-0,22
E1179N4888;-0,22
E1181N4888;-0,14
E1182N4888;-0,54
E1183N4888;-0,68
E1184N4888;-0,72
E1185N4888;-0,32
E1186N4888;-1,98
E1187N4888;-3,59
E1188N4888;-5,55
E1189N4888;-3,89
E1190N4888;-2,32
E1191N4888;-0,22
E1193N4888;-2,64
E1194N4888;-3,46
E1195N4888;-4,48
E1196N4888;-3,29
E1197N4888;-5,97
E1198N4888;-10,13
E1199N4888;-14,55
E1200N4888;-19,62
E1201N4888;-24,19
E1202N4888;-19,76
E1203N4888;-11,13
E1204N4888;-4,16
E1205N4888;-6,50
E1206N4888;-9,73
E1207N4888;-14,69
E1208N4888;-12,48
E1209N4888;-8,83
E1210N4888;-3,46
E1211N4888;-7,81
E1212N4888;-14,08
E1213N4888;-13,65
E1214N4888;-12,15
E1215N4888;-4,99
E1216N4888;-0,45
E1218N4888;-0,29
E1219N4888;-0,51
E1220N4888;-0,51
E1221N4888;-0,22
E1222N4888;-0,62
E1223N4888;-0,98
E1224N4888;-1,92
E1225N4888;-1,58
E1226N4888;-5,74
E1227N4888;-7,73
E1228N4888;-8,77
E1229N4888;-9,14
E1230N4888;-11,22
E1231N4888;-11,81
E1232N4888;-12,95
E1233N4888;-13,89
E1234N4888;-13,71
E1235N4888;-14,18
E1236N4888;-13,09
E1237N4888;-9,63
E1238N4888;-6,05
E1239N4888;-2,44
E1240N4888;-0,18
E1293N4888;-1,47
E1294N4888;-3,43
E1295N4888;-3,43
E1296N4888;-3,43
E1297N4888;-1,47
E1172N4889;-0,27
E1173N4889;-0,63
E1174N4889;-1,20
E1175N4889;-2,16
E1176N4889;-2,25
E1177N4889;-1,71
E1178N4889;-0,75
E1179N4889;-0,52
E1180N4889;-0,22
E1184N4889;-0,14
E1185N4889;-0,14
E1186N4889;-0,14
E1188N4889;-0,22
E1189N4889;-0,22
E1190N4889;-0,22
E1193N4889;-0,62
E1194N4889;-1,44
E1195N4889;-1,84
E1196N4889;-2,72
E1197N4889;-3,28
E1198N4889;-5,96
E1199N4889;-8,49
E1200N4889;-10,15
E1201N4889;-9,03
E1202N4889;-5,44
E1203N4889;-2,58
E1204N4889;-4,92
E1205N4889;-6,67
E1206N4889;-6,81
E1207N4889;-3,81
E1208N4889;-1,62
E1209N4889;-2,52
E1210N4889;-2,25
E1211N4889;-4,52
E1212N4889;-8,45
E1213N4889;-9,81
E1214N4889;-8,14
E1215N4889;-2,63
E1222N4889;-0,27
E1223N4889;-1,58
E1224N4889;-3,10
E1225N4889;-2,83
E1226N4889;-3,51
E1227N4889;-4,73
E1228N4889;-3,78
E1229N4889;-5,25
E1230N4889;-7,09
E1231N4889;-7,57
E1232N4889;-9,35
E1233N4889;-8,73
E1234N4889;-11,67
E1235N4889;-15,47
E1236N4889;-14,54
E1237N4889;-10,66
E1238N4889;-5,39
E1239N4889;-2,31
E1240N4889;-0,18
E1261N4889;-1,35
E1262N4889;-1,35
E1263N4889;-1,35
E1294N4889;-1,47
E1295N4889;-1,47
E1296N4889;-1,47
E1172N4890;-0,27
E1173N4890;-1,20
E1174N4890;-3,19
E1175N4890;-10,08
E1176N4890;-10,25
E1177N4890;-9,52
E1178N4890;-2,24
E1179N4890;-0,75
E1180N4890;-0,22
E1194N4890;-0,62
E1195N4890;-1,02
E1196N4890;-1,90
E1197N4890;-1,75
E1198N4890;-2,84
E1199N4890;-4,81
E1200N4890;-5,15
E1201N4890;-5,43
E1202N4890;-3,20
E1203N4890;-13,78
E1204N4890;-18,00
E1205N4890;-18,26
E1206N4890;-8,64
E1207N4890;-3,83
E1208N4890;-3,61
E1209N4890;-4,44
E1210N4890;-6,21
E1211N4890;-6,55
E1212N4890;-8,40
E1213N4890;-6,04
E1214N4890;-4,42
E1215N4890;-1,48
E1219N4890;-0,35
E1220N4890;-0,35
E1221N4890;-0,35
E1222N4890;-0,27
E1223N4890;-1,58
E1224N4890;-5,84
E1225N4890;-6,78
E1226N4890;-7,77
E1227N4890;-4,28
E1228N4890;-3,33
E1229N4890;-1,04
E1230N4890;-1,47
E1231N4890;-2,03
E1232N4890;-2,81
E1233N4890;-5,85
E1234N4890;-11,01
E1235N4890;-12,73
E1236N4890;-14,47
E1237N4890;-9,49
E1238N4890;-4,97
E1239N4890;-1,93
E1247N4890;-0,35
E1248N4890;-0,35
E1249N4890;-0,35
E1256N4890;-0,67
E1257N4890;-0,67
E1258N4890;-0,67
E1260N4890;-1,35
E1261N4890;-3,15
E1262N4890;-3,15
E1263N4890;-3,15
E1264N4890;-1,35
E1172N4891;-0,27
E1173N4891;-1,20
E1174N4891;-8,57
E1175N4891;-18,19
E1176N4891;-18,74
E1177N4891;-17,28
E1178N4891;-7,67
E1179N4891;-0,75
E1180N4891;-0,22
E1196N4891;-0,41
E1197N4891;-0,75
E1198N4891;-0,75
E1199N4891;-0,93
E1200N4891;-5,34
E1201N4891;-6,48
E1202N4891;-16,19
E1203N4891;-30,69
E1204N4891;-35,80
E1205N4891;-35,56
E1206N4891;-19,98
E1207N4891;-7,27
E1208N4891;-5,67
E1209N4891;-8,11
E1210N4891;-11,73
E1211N4891;-10,70
E1212N4891;-9,86
E1213N4891;-6,52
E1214N4891;-3,21
E1215N4891;-0,57
E1217N4891;-0,56
E1218N4891;-0,90
E1219N4891;-1,36
E1220N4891;-0,80
E1221N4891;-0,80
E1222N4891;-0,35
E1223N4891;-4,22
E1224N4891;-9,48
E1225N4891;-13,94
E1226N4891;-18,99
E1227N4891;-15,85
E1228N4891;-10,34
E1229N4891;-5,02
E1230N4891;-0,60
E1233N4891;-1,47
E1234N4891;-8,86
E1235N4891;-11,04
E1236N4891;-11,44
E1237N4891;-4,05
E1238N4891;-1,76
E1246N4891;-0,35
E1247N4891;-1,75
E1248N4891;-3,95
E1249N4891;-3,95
E1250N4891;-2,55
E1255N4891;-0,67
E1256N4891;-1,58
E1257N4891;-1,58
E1258N4891;-1,58
E1259N4891;-0,67
E1260N4891;-1,35
E1261N4891;-3,15
E1262N4891;-4,50
E1263N4891;-3,15
E1264N4891;-1,35
E1132N4892;-0,27
E1133N4892;-0,27
