C28992R100;score
E1186N4846;-3,41
E1187N4846;-5,31
E1188N4846;-7,53
E1189N4846;-11,73
E1190N4846;-18,42
E1191N4846;-23,65
E1192N4846;-25,18
E1193N4846;-22,79
E1194N4846;-18,45
E1195N4846;-14,03
E1196N4846;-8,14
E1197N4846;-2,26
E1198N4846;-0,27
E1200N4846;-7,60
E1201N4846;-21,72
E1202N4846;-31,31
E1203N4846;-30,76
E1204N4846;-19,15
E1205N4846;-4,42
E1206N4846;-1,26
E1207N4846;-2,34
E1208N4846;-2,86
E1209N4846;-2,59
E1210N4846;-6,63
E1211N4846;-10,59
E1212N4846;-14,50
E1213N4846;-12,99
E1214N4846;-9,70
E1215N4846;-7,77
E1216N4846;-7,58
E1217N4846;-8,30
E1218N4846;-10,95
E1219N4846;-22,34
E1220N4846;-38,34
E1221N4846;-38,30
E1222N4846;-30,51
E1223N4846;-12,54
E1224N4846;-5,73
E1225N4846;-6,44
E1226N4846;-9,17
E1227N4846;-6,52
E1228N4846;-4,54
E1229N4846;-5,52
E1230N4846;-14,64
E1231N4846;-13,84
E1232N4846;-12,53
E1233N4846;-2,16
E1234N4846;-2,03
E1235N4846;-4,73
E1236N4846;-4,73
E1237N4846;-4,73
E1238N4846;-2,03
E1242N4846;-3,07
E1243N4846;-11,51
E1244N4846;-19,54
E1245N4846;-19,67
E1246N4846;-14,77
E1247N4846;-3,66
E1292N4846;-0,22
E1293N4846;-0,22
E1294N4846;-0,57
E1295N4846;-0,80
E1296N4846;-0,80
E1297N4846;-0,80
E1298N4846;-0,35
E1137N4847;-1,42
E1138N4847;-4,55
E1139N4847;-11,30
E1140N4847;-16,37
E1141N4847;-16,40
E1142N4847;-13,50
E1143N4847;-5,49
E1144N4847;-0,72
E1145N4847;-0,74
E1146N4847;-1,72
E1147N4847;-2,45
E1148N4847;-1,72
E1149N4847;-0,74
E1150N4847;-0,41
E1151N4847;-0,41
E1152N4847;-0,41
E1167N4847;-1,47
E1168N4847;-3,43
E1169N4847;-5,58
E1170N4847;-5,67
E1171N4847;-5,04
E1172N4847;-3,57
E1173N4847;-2,67
E1174N4847;-1,69
E1175N4847;-8,34
E1176N4847;-18,04
E1177N4847;-21,91
E1178N4847;-19,06
E1179N4847;-10,13
E1180N4847;-2,21
E1181N4847;-10,04
E1182N4847;-28,88
E1183N4847;-44,80
E1184N4847;-41,14
E1185N4847;-27,82
E1186N4847;-13,68
E1187N4847;-13,24
E1188N4847;-15,73
E1189N4847;-14,44
E1190N4847;-18,57
E1191N4847;-21,49
E1192N4847;-23,56
E1193N4847;-18,56
E1194N4847;-9,76
E1195N4847;-1,41
E1196N4847;-1,41
E1200N4847;-4,19
E1201N4847;-19,11
E1202N4847;-28,86
E1203N4847;-29,47
E1204N4847;-18,32
E1205N4847;-6,24
E1206N4847;-1,26
E1207N4847;-2,73
E1208N4847;-3,79
E1209N4847;-6,25
E1210N4847;-14,22
E1211N4847;-19,63
E1212N4847;-24,45
E1213N4847;-21,61
E1214N4847;-15,13
E1215N4847;-8,38
E1216N4847;-5,51
E1217N4847;-4,85
E1218N4847;-6,65
E1219N4847;-24,09
E1220N4847;-34,53
E1221N4847;-37,71
E1222N4847;-26,55
E1223N4847;-9,76
E1224N4847;-2,20
E1225N4847;-4,40
E1226N4847;-7,31
E1227N4847;-6,28
E1228N4847;-6,45
E1229N4847;-6,44
E1230N4847;-6,91
E1231N4847;-8,80
E1232N4847;-6,11
E1233N4847;-2,66
E1234N4847;-0,22
E1235N4847;-2,03
E1236N4847;-2,03
E1237N4847;-2,03
E1240N4847;-0,14
E1241N4847;-0,14
E1242N4847;-6,09
E1243N4847;-16,91
E1244N4847;-28,78
E1245N4847;-26,17
E1246N4847;-18,50
E1247N4847;-5,95
E1282N4847;-0,14
E1283N4847;-0,14
E1284N4847;-0,14
E1287N4847;-1,26
E1288N4847;-1,26
E1289N4847;-1,26
E1290N4847;-0,12
E1291N4847;-0,35
E1292N4847;-0,64
E1293N4847;-0,52
E1294N4847;-0,87
E1295N4847;-1,03
E1296N4847;-1,15
E1297N4847;-0,80
E1298N4847;-0,35
E1138N4848;-2,89
E1139N4848;-9,65
E1140N4848;-17,65
E1141N4848;-19,53
E1142N4848;-12,77
E1143N4848;-6,16
E1144N4848;-1,40
E1145N4848;-1,41
E1146N4848;-1,72
E1147N4848;-2,17
E1148N4848;-3,11
E1149N4848;-3,21
E1150N4848;-2,70
E1151N4848;-1,76
E1152N4848;-1,08
E1153N4848;-0,41
E1167N4848;-1,47
E1168N4848;-3,43
E1169N4848;-3,43
E1170N4848;-5,22
E1171N4848;-4,73
E1172N4848;-3,93
E1173N4848;-2,59
E1174N4848;-2,15
E1175N4848;-8,34
E1176N4848;-19,07
E1177N4848;-24,90
E1178N4848;-20,86
E1179N4848;-10,26
E1180N4848;-3,60
E1181N4848;-12,63
E1182N4848;-42,03
E1183N4848;-59,07
E1184N4848;-64,30
E1185N4848;-45,59
E1186N4848;-30,17
E1187N4848;-29,86
E1188N4848;-27,95
E1189N4848;-22,70
E1190N4848;-16,74
E1191N4848;-17,05
E1192N4848;-20,40
E1193N4848;-14,17
E1194N4848;-8,47
E1195N4848;-3,39
E1200N4848;-1,84
E1201N4848;-10,92
E1202N4848;-18,27
E1203N4848;-20,22
E1204N4848;-13,61
E1205N4848;-4,41
E1206N4848;-1,48
E1207N4848;-4,26
E1208N4848;-7,25
E1209N4848;-15,10
E1210N4848;-26,27
E1211N4848;-42,46
E1212N4848;-44,88
E1213N4848;-39,56
E1214N4848;-25,06
E1215N4848;-17,37
E1216N4848;-9,36
E1217N4848;-2,20
E1218N4848;-7,08
E1219N4848;-26,36
E1220N4848;-39,40
E1221N4848;-39,58
E1222N4848;-22,41
E1223N4848;-5,11
E1224N4848;-0,14
E1225N4848;-2,19
E1226N4848;-5,52
E1227N4848;-7,30
E1228N4848;-6,78
E1229N4848;-6,18
E1230N4848;-7,14
E1231N4848;-7,01
E1232N4848;-6,19
E1233N4848;-3,32
E1234N4848;-0,79
E1235N4848;-0,22
E1238N4848;-0,14
E1239N4848;-0,27
E1240N4848;-0,45
E1241N4848;-2,52
E1242N4848;-9,21
E1243N4848;-20,71
E1244N4848;-29,14
E1245N4848;-28,67
E1246N4848;-17,47
E1247N4848;-5,82
E1281N4848;-0,14
E1282N4848;-0,32
E1283N4848;-0,32
E1284N4848;-0,32
E1285N4848;-0,14
E1286N4848;-1,71
E1287N4848;-3,39
E1288N4848;-3,39
E1289N4848;-3,06
E1290N4848;-5,06
E1291N4848;-4,72
E1292N4848;-5,02
E1293N4848;-1,56
E1294N4848;-0,87
E1295N4848;-1,03
E1296N4848;-0,80
E1297N4848;-0,80
E1298N4848;-0,35
E1130N4849;-0,20
E1131N4849;-0,20
E1132N4849;-0,20
E1138N4849;-2,20
E1139N4849;-8,96
E1140N4849;-14,03
E1141N4849;-14,75
E1142N4849;-12,49
E1143N4849;-6,11
E1144N4849;-1,58
E1145N4849;-1,58
E1146N4849;-1,86
E1147N4849;-2,73
E1148N4849;-10,56
E1149N4849;-11,94
E1150N4849;-12,78
E1151N4849;-5,58
E1152N4849;-2,66
E1153N4849;-0,54
E1167N4849;-0,63
E1168N4849;-2,10
E1169N4849;-2,10
E1170N4849;-2,58
E1171N4849;-2,59
E1172N4849;-3,04
E1173N4849;-2,59
E1174N4849;-2,15
E1175N4849;-6,87
E1176N4849;-16,08
E1177N4849;-18,48
E1178N4849;-17,24
E1179N4849;-10,64
E1180N4849;-6,99
E1181N4849;-17,56
E1182N4849;-49,74
E1183N4849;-67,37
E1184N4849;-72,04
E1185N4849;-54,62
E1186N4849;-37,68
E1187N4849;-41,18
E1188N4849;-38,57
E1189N4849;-32,88
E1190N4849;-18,02
E1191N4849;-12,66
E1192N4849;-18,96
E1193N4849;-17,69
E1194N4849;-12,51
E1195N4849;-4,35
E1196N4849;-0,41
E1201N4849;-3,80
E1202N4849;-8,72
E1203N4849;-10,79
E1204N4849;-8,95
E1205N4849;-5,27
E1206N4849;-4,23
E1207N4849;-11,44
E1208N4849;-18,79
E1209N4849;-30,25
E1210N4849;-50,14
E1211N4849;-71,28
E1212N4849;-73,50
E1213N4849;-67,38
E1214N4849;-42,90
E1215N4849;-24,98
E1216N4849;-14,36
E1217N4849;-5,70
E1218N4849;-12,15
E1219N4849;-35,58
E1220N4849;-45,60
E1221N4849;-41,49
E1222N4849;-21,31
E1223N4849;-3,80
E1224N4849;-1,82
E1225N4849;-2,19
E1226N4849;-5,20
E1227N4849;-5,34
E1228N4849;-6,63
E1229N4849;-4,02
E1230N4849;-4,26
E1231N4849;-3,56
E1232N4849;-3,59
E1233N4849;-1,38
E1234N4849;-0,79
E1235N4849;-0,22
E1237N4849;-0,14
E1238N4849;-0,32
E1239N4849;-2,07
E1240N4849;-2,25
E1241N4849;-4,41
E1242N4849;-6,99
E1243N4849;-17,28
E1244N4849;-21,81
E1245N4849;-18,87
E1246N4849;-11,89
E1247N4849;-3,49
E1248N4849;-0,35
E1281N4849;-0,14
E1282N4849;-0,32
E1283N4849;-0,45
E1284N4849;-0,32
E1285N4849;-2,79
E1286N4849;-4,52
E1287N4849;-6,61
E1288N4849;-5,67
E1289N4849;-7,88
E1290N4849;-11,01
E1291N4849;-11,01
E1292N4849;-10,77
E1293N4849;-5,78
E1294N4849;-1,21
E1295N4849;-0,57
E1296N4849;-0,35
E1297N4849;-0,35
E1129N4850;-0,20
E1130N4850;-0,45
E1131N4850;-0,45
E1132N4850;-0,45
E1133N4850;-0,20
E1139N4850;-2,20
E1140N4850;-6,01
E1141N4850;-6,01
E1142N4850;-4,48
E1143N4850;-1,58
E1144N4850;-2,25
E1145N4850;-1,58
E1146N4850;-1,13
E1147N4850;-7,89
E1148N4850;-18,81
E1149N4850;-22,36
E1150N4850;-23,17
E1151N4850;-13,07
E1152N4850;-4,29
E1153N4850;-1,61
E1154N4850;-0,35
E1155N4850;-0,35
E1166N4850;-0,63
E1167N4850;-2,85
E1168N4850;-2,85
E1169N4850;-2,85
E1170N4850;-1,08
E1171N4850;-2,75
E1172N4850;-2,75
E1173N4850;-2,75
E1174N4850;-0,45
E1175N4850;-1,04
E1176N4850;-6,16
E1177N4850;-8,64
E1178N4850;-7,74
E1179N4850;-4,45
E1180N4850;-5,32
E1181N4850;-18,36
E1182N4850;-40,60
E1183N4850;-60,77
E1184N4850;-60,54
E1185N4850;-48,17
E1186N4850;-39,32
E1187N4850;-53,18
E1188N4850;-53,45
E1189N4850;-47,11
E1190N4850;-25,48
E1191N4850;-19,35
E1192N4850;-23,10
E1193N4850;-20,32
E1194N4850;-17,25
E1195N4850;-8,26
E1196N4850;-2,04
E1197N4850;-1,50
E1198N4850;-0,96
E1202N4850;-4,02
E1203N4850;-6,78
E1204N4850;-7,92
E1205N4850;-9,80
E1206N4850;-14,44
E1207N4850;-21,24
E1208N4850;-33,45
E1209N4850;-44,33
E1210N4850;-70,69
E1211N4850;-90,62
E1212N4850;-98,02
E1213N4850;-87,91
E1214N4850;-60,70
E1215N4850;-38,02
E1216N4850;-18,24
E1217N4850;-6,90
E1218N4850;-17,94
E1219N4850;-42,61
E1220N4850;-50,02
E1221N4850;-44,47
E1222N4850;-20,58
E1223N4850;-3,41
E1224N4850;-3,81
E1225N4850;-2,85
E1226N4850;-3,41
E1227N4850;-4,38
E1228N4850;-4,78
E1229N4850;-2,99
E1230N4850;-2,98
E1231N4850;-5,28
E1232N4850;-4,47
E1233N4850;-4,35
E1234N4850;-0,79
E1235N4850;-0,63
E1236N4850;-1,08
E1237N4850;-1,28
E1238N4850;-2,79
E1239N4850;-4,55
E1240N4850;-4,53
E1241N4850;-6,44
E1242N4850;-7,94
E1243N4850;-7,95
E1244N4850;-11,82
E1245N4850;-8,37
E1246N4850;-4,81
E1247N4850;-0,80
E1248N4850;-0,80
E1249N4850;-0,35
E1281N4850;-0,14
E1282N4850;-0,32
E1283N4850;-1,14
E1284N4850;-3,48
E1285N4850;-6,69
E1286N4850;-8,01
E1287N4850;-10,57
E1288N4850;-7,60
E1289N4850;-9,13
E1290N4850;-12,17
E1291N4850;-14,93
E1292N4850;-11,77
E1293N4850;-5,62
E1294N4850;-0,91
E1129N4851;-0,20
E1130N4851;-0,45
E1131N4851;-0,65
E1132N4851;-0,45
E1133N4851;-0,20
E1142N4851;-0,67
E1143N4851;-1,58
E1144N4851;-1,58
E1145N4851;-1,58
E1146N4851;-1,13
E1147N4851;-7,89
E1148N4851;-18,36
E1149N4851;-26,91
E1150N4851;-22,63
E1151N4851;-13,11
E1152N4851;-4,10
E1153N4851;-1,66
E1154N4851;-0,80
E1155N4851;-0,80
E1156N4851;-5,45
E1157N4851;-8,75
E1158N4851;-8,75
E1159N4851;-3,64
E1166N4851;-2,01
E1167N4851;-8,92
E1168N4851;-9,55
E1169N4851;-8,92
E1170N4851;-3,05
E1171N4851;-2,87
E1172N4851;-2,87
E1173N4851;-2,87
E1174N4851;-1,04
E1175N4851;-0,68
E1176N4851;-2,70
E1177N4851;-3,60
E1178N4851;-3,74
E1179N4851;-4,23
E1180N4851;-5,87
E1181N4851;-14,69
E1182N4851;-31,26
E1183N4851;-41,85
E1184N4851;-41,83
E1185N4851;-31,60
E1186N4851;-31,55
E1187N4851;-50,75
E1188N4851;-55,94
E1189N4851;-50,39
E1190N4851;-28,44
E1191N4851;-13,02
E1192N4851;-18,92
E1193N4851;-18,60
E1194N4851;-13,33
E1195N4851;-6,88
E1196N4851;-4,54
E1197N4851;-3,65
E1198N4851;-9,00
E1199N4851;-6,90
E1200N4851;-5,94
E1202N4851;-2,07
E1203N4851;-5,40
E1204N4851;-11,42
E1205N4851;-18,38
E1206N4851;-25,45
E1207N4851;-33,91
E1208N4851;-45,39
E1209N4851;-51,02
E1210N4851;-80,93
E1211N4851;-98,07
E1212N4851;-101,87
E1213N4851;-94,59
E1214N4851;-68,82
E1215N4851;-43,72
E1216N4851;-20,85
E1217N4851;-9,06
E1218N4851;-22,63
E1219N4851;-45,05
E1220N4851;-49,63
E1221N4851;-40,08
E1222N4851;-17,37
E1223N4851;-4,91
E1224N4851;-4,09
E1225N4851;-3,62
E1226N4851;-2,93
E1227N4851;-2,96
E1228N4851;-3,49
E1229N4851;-2,97
E1230N4851;-5,34
E1231N4851;-13,05
E1232N4851;-16,21
E1233N4851;-16,05
E1234N4851;-7,34
E1235N4851;-1,62
E1236N4851;-3,42
E1237N4851;-6,71
E1238N4851;-8,13
E1239N4851;-9,24
E1240N4851;-7,57
E1241N4851;-5,55
E1242N4851;-5,10
E1243N4851;-4,20
E1244N4851;-4,20
E1245N4851;-2,34
E1246N4851;-1,66
E1247N4851;-1,15
E1248N4851;-0,80
E1249N4851;-0,35
E1251N4851;-0,29
E1252N4851;-0,29
E1253N4851;-0,86
E1254N4851;-0,57
E1255N4851;-0,57
E1282N4851;-0,96
E1283N4851;-2,60
E1284N4851;-4,98
E1285N4851;-8,24
E1286N4851;-9,96
E1287N4851;-8,57
E1288N4851;-6,34
E1289N4851;-7,33
E1290N4851;-11,17
E1291N4851;-11,39
E1292N4851;-10,69
E1293N4851;-5,27
E1294N4851;-0,69
E1128N4852;-2,03
E1129N4852;-2,22
E1130N4852;-2,48
E1131N4852;-0,45
E1132N4852;-0,45
E1133N4852;-0,20
E1140N4852;-1,26
E1141N4852;-1,40
E1142N4852;-1,40
E1143N4852;-0,81
E1144N4852;-0,67
E1145N4852;-0,67
E1147N4852;-6,34
E1148N4852;-15,83
E1149N4852;-18,12
E1150N4852;-18,77
E1151N4852;-9,96
E1152N4852;-2,84
E1153N4852;-1,53
E1154N4852;-1,15
E1155N4852;-5,91
E1156N4852;-18,20
E1157N4852;-23,82
E1158N4852;-23,82
E1159N4852;-14,71
E1160N4852;-3,64
E1164N4852;-0,12
E1165N4852;-0,12
E1166N4852;-6,36
E1167N4852;-17,62
E1168N4852;-19,00
E1169N4852;-17,62
E1170N4852;-7,28
E1171N4852;-2,42
E1172N4852;-3,45
E1173N4852;-2,42
E1174N4852;-1,04
E1175N4852;-1,13
E1176N4852;-3,30
E1177N4852;-4,88
E1178N4852;-4,88
E1179N4852;-2,84
E1180N4852;-2,47
E1181N4852;-3,64
E1182N4852;-14,46
E1183N4852;-21,92
E1184N4852;-22,50
E1185N4852;-15,98
E1186N4852;-20,26
E1187N4852;-40,03
E1188N4852;-48,30
E1189N4852;-40,31
E1190N4852;-22,23
E1191N4852;-8,67
E1192N4852;-11,85
E1193N4852;-9,38
E1194N4852;-9,54
E1195N4852;-6,61
E1196N4852;-6,48
E1197N4852;-14,42
E1198N4852;-21,21
E1199N4852;-18,26
E1200N4852;-14,53
E1201N4852;-6,21
E1202N4852;-2,07
E1203N4852;-6,36
E1204N4852;-14,91
E1205N4852;-25,71
E1206N4852;-32,09
E1207N4852;-37,38
E1208N4852;-43,30
E1209N4852;-59,97
E1210N4852;-87,10
E1211N4852;-106,20
E1212N4852;-122,49
E1213N4852;-117,55
E1214N4852;-83,66
E1215N4852;-53,19
E1216N4852;-26,35
E1217N4852;-13,17
E1218N4852;-35,88
E1219N4852;-54,76
E1220N4852;-53,62
E1221N4852;-35,70
E1222N4852;-16,47
E1223N4852;-8,21
E1224N4852;-8,30
E1225N4852;-3,08
E1226N4852;-3,60
E1227N4852;-3,36
E1228N4852;-3,35
E1229N4852;-1,85
E1230N4852;-9,27
E1231N4852;-22,37
E1232N4852;-29,55
E1233N4852;-26,60
E1234N4852;-17,35
E1235N4852;-8,18
E1236N4852;-13,67
E1237N4852;-19,66
E1238N4852;-20,40
E1239N4852;-17,97
E1240N4852;-10,95
E1241N4852;-7,65
E1242N4852;-4,18
E1243N4852;-1,82
E1244N4852;-1,53
E1245N4852;-1,61
E1246N4852;-0,80
E1247N4852;-0,80
E1248N4852;-0,80
E1249N4852;-0,35
E1250N4852;-0,29
E1251N4852;-0,66
E1252N4852;-1,23
E1253N4852;-1,99
E1254N4852;-1,61
E1255N4852;-1,33
E1256N4852;-0,57
E1281N4852;-0,90
E1282N4852;-2,13
E1283N4852;-3,91
E1284N4852;-6,22
E1285N4852;-8,47
E1286N4852;-7,56
E1287N4852;-6,71
E1288N4852;-4,06
E1289N4852;-2,09
E1290N4852;-5,24
E1291N4852;-5,51
E1292N4852;-4,95
E1293N4852;-0,83
E1127N4853;-2,03
E1128N4853;-4,73
E1129N4853;-4,73
E1130N4853;-5,65
E1131N4853;-2,96
E1132N4853;-0,93
E1139N4853;-1,26
E1140N4853;-6,10
E1141N4853;-6,29
E1142N4853;-6,29
E1143N4853;-3,01
E1144N4853;-1,58
E1145N4853;-1,44
E1148N4853;-5,90
E1149N4853;-6,57
E1150N4853;-7,29
E1151N4853;-1,40
E1152N4853;-1,07
E1153N4853;-0,80
E1154N4853;-0,80
E1155N4853;-8,21
E1156N4853;-22,39
E1157N4853;-33,49
E1158N4853;-32,03
E1159N4853;-18,51
E1160N4853;-4,76
E1163N4853;-0,12
E1164N4853;-0,28
E1165N4853;-0,28
E1166N4853;-9,62
E1167N4853;-24,45
E1168N4853;-28,56
E1169N4853;-30,99
E1170N4853;-20,68
E1171N4853;-13,39
E1172N4853;-6,06
E1173N4853;-2,42
E1174N4853;-1,04
E1175N4853;-1,13
E1176N4853;-3,30
E1177N4853;-4,65
E1178N4853;-4,20
E1179N4853;-2,70
E1180N4853;-0,67
E1182N4853;-5,31
E1183N4853;-12,61
E1184N4853;-15,45
E1185N4853;-13,41
E1186N4853;-15,93
E1187N4853;-28,40
E1188N4853;-29,65
E1189N4853;-27,78
E1190N4853;-11,31
E1191N4853;-1,13
E1192N4853;-4,10
E1193N4853;-3,70
E1194N4853;-4,24
E1195N4853;-4,06
E1196N4853;-9,05
E1197N4853;-20,87
E1198N4853;-28,73
E1199N4853;-31,79
E1200N4853;-17,77
E1201N4853;-7,25
E1202N4853;-1,44
E1203N4853;-6,70
E1204N4853;-15,60
E1205N4853;-24,69
E1206N4853;-29,25
E1207N4853;-29,87
E1208N4853;-31,86
E1209N4853;-48,90
E1210N4853;-81,85
E1211N4853;-125,88
E1212N4853;-142,30
E1213N4853;-140,03
E1214N4853;-101,78
E1215N4853;-68,81
E1216N4853;-37,38
E1217N4853;-45,42
E1218N4853;-64,42
E1219N4853;-76,21
E1220N4853;-57,13
E1221N4853;-40,14
E1222N4853;-19,35
E1223N4853;-13,42
E1224N4853;-17,49
E1225N4853;-17,11
E1226N4853;-13,14
E1227N4853;-9,03
E1228N4853;-2,91
E1229N4853;-2,31
E1230N4853;-11,36
E1231N4853;-24,75
E1232N4853;-33,50
E1233N4853;-31,57
E1234N4853;-20,33
E1235N4853;-16,66
E1236N4853;-33,98
E1237N4853;-41,58
E1238N4853;-41,68
E1239N4853;-25,03
E1240N4853;-13,33
E1241N4853;-6,74
E1242N4853;-5,06
E1243N4853;-3,42
E1244N4853;-2,61
E1245N4853;-1,21
E1246N4853;-0,75
E1247N4853;-0,35
E1248N4853;-0,35
E1250N4853;-0,29
E1251N4853;-0,66
E1252N4853;-1,52
E1253N4853;-1,99
E1254N4853;-2,19
E1255N4853;-1,33
E1256N4853;-0,57
E1280N4853;-0,90
E1281N4853;-2,10
E1282N4853;-3,33
E1283N4853;-5,10
E1284N4853;-4,49
E1285N4853;-5,39
E1286N4853;-3,75
E1287N4853;-2,76
E1288N4853;-0,42
E1289N4853;-0,84
E1290N4853;-0,55
E1291N4853;-0,55
E1292N4853;-0,14
E1127N4854;-2,03
E1128N4854;-4,73
E1129N4854;-7,49
E1130N4854;-6,44
E1131N4854;-3,74
E1132N4854;-1,72
E1133N4854;-0,74
E1139N4854;-4,97
E1140N4854;-10,82
E1141N4854;-12,26
E1142N4854;-11,90
E1143N4854;-8,25
E1144N4854;-7,81
E1145N4854;-8,81
E1146N4854;-7,80
E1147N4854;-2,33
E1148N4854;-1,20
E1153N4854;-0,35
E1154N4854;-0,35
E1155N4854;-7,76
E1156N4854;-22,04
E1157N4854;-30,69
E1158N4854;-29,49
E1159N4854;-18,51
E1160N4854;-4,76
E1163N4854;-0,12
E1164N4854;-0,28
E1165N4854;-1,08
E1166N4854;-11,93
E1167N4854;-28,67
E1168N4854;-38,94
E1169N4854;-48,40
E1170N4854;-35,70
E1171N4854;-26,65
E1172N4854;-16,88
E1173N4854;-4,68
E1175N4854;-0,45
E1176N4854;-1,72
E1177N4854;-2,40
E1178N4854;-2,40
E1179N4854;-1,13
E1182N4854;-5,76
E1183N4854;-13,71
E1184N4854;-16,14
E1185N4854;-15,51
E1186N4854;-9,87
E1187N4854;-13,17
E1188N4854;-12,99
E1189N4854;-11,10
E1190N4854;-1,46
E1191N4854;-0,27
E1193N4854;-0,35
E1194N4854;-0,35
E1195N4854;-2,05
E1196N4854;-9,61
E1197N4854;-23,31
E1198N4854;-33,36
E1199N4854;-29,35
E1200N4854;-22,54
E1201N4854;-10,14
E1202N4854;-4,64
E1203N4854;-8,49
E1204N4854;-15,62
E1205N4854;-21,88
E1206N4854;-19,93
E1207N4854;-16,68
E1208N4854;-19,27
E1209N4854;-36,82
E1210N4854;-82,46
E1211N4854;-128,22
E1212N4854;-159,13
E1213N4854;-155,66
E1214N4854;-108,84
E1215N4854;-74,60
E1216N4854;-61,77
E1217N4854;-84,07
E1218N4854;-95,13
E1219N4854;-95,91
E1220N4854;-63,21
E1221N4854;-32,84
E1222N4854;-19,74
E1223N4854;-25,69
E1224N4854;-32,33
E1225N4854;-34,05
E1226N4854;-35,16
E1227N4854;-36,15
E1228N4854;-25,47
E1229N4854;-21,75
E1230N4854;-21,46
E1231N4854;-33,22
E1232N4854;-30,70
E1233N4854;-27,46
E1234N4854;-20,10
E1235N4854;-27,69
E1236N4854;-52,75
E1237N4854;-66,17
E1238N4854;-64,01
E1239N4854;-39,59
E1240N4854;-15,30
E1241N4854;-6,89
E1242N4854;-6,44
E1243N4854;-5,07
E1244N4854;-4,40
E1245N4854;-2,25
E1246N4854;-0,41
E1250N4854;-0,29
E1251N4854;-0,66
E1252N4854;-1,23
E1253N4854;-1,99
E1254N4854;-1,61
E1255N4854;-1,33
E1256N4854;-0,57
E1279N4854;-1,61
E1280N4854;-2,50
E1281N4854;-3,70
E1282N4854;-3,41
E1283N4854;-3,87
E1284N4854;-2,81
E1285N4854;-1,91
E1286N4854;-0,54
E1127N4855;-2,03
E1128N4855;-4,73
E1129N4855;-5,46
E1130N4855;-6,44
E1131N4855;-4,48
E1132N4855;-1,72
E1133N4855;-0,74
E1138N4855;-0,67
E1139N4855;-5,87
E1140N4855;-11,72
E1141N4855;-14,93
E1142N4855;-12,73
E1143N4855;-12,66
E1144N4855;-16,14
E1145N4855;-17,27
E1146N4855;-16,57
E1147N4855;-9,46
E1148N4855;-3,92
E1149N4855;-4,04
E1150N4855;-3,39
E1151N4855;-3,39
E1152N4855;-1,59
E1153N4855;-1,04
E1154N4855;-1,04
E1155N4855;-2,31
E1156N4855;-11,60
E1157N4855;-16,72
E1158N4855;-16,72
E1159N4855;-8,54
E1160N4855;-1,11
E1163N4855;-0,12
E1164N4855;-0,28
E1165N4855;-0,95
E1166N4855;-9,77
E1167N4855;-25,08
E1168N4855;-34,41
E1169N4855;-44,14
E1170N4855;-40,88
E1171N4855;-29,27
E1172N4855;-15,84
E1173N4855;-3,64
E1176N4855;-0,45
E1177N4855;-0,45
E1178N4855;-0,45
E1182N4855;-3,60
E1183N4855;-10,83
E1184N4855;-12,14
E1185N4855;-12,30
E1186N4855;-10,54
E1187N4855;-9,71
E1188N4855;-15,17
E1189N4855;-9,70
E1190N4855;-6,85
E1191N4855;-0,27
E1192N4855;-0,27
E1195N4855;-0,89
E1196N4855;-7,60
E1197N4855;-14,46
E1198N4855;-24,26
E1199N4855;-21,70
E1200N4855;-16,44
E1201N4855;-6,02
E1202N4855;-13,19
E1203N4855;-17,66
E1204N4855;-19,30
E1205N4855;-16,21
E1206N4855;-12,41
E1207N4855;-5,64
E1208N4855;-6,44
E1209N4855;-22,43
E1210N4855;-70,40
E1211N4855;-118,90
E1212N4855;-152,08
E1213N4855;-136,41
E1214N4855;-99,77
E1215N4855;-72,69
E1216N4855;-74,16
E1217N4855;-97,34
E1218N4855;-115,84
E1219N4855;-90,96
E1220N4855;-57,62
E1221N4855;-29,89
E1222N4855;-22,69
E1223N4855;-25,13
E1224N4855;-36,65
E1225N4855;-47,84
E1226N4855;-61,14
E1227N4855;-58,46
E1228N4855;-55,61
E1229N4855;-53,21
E1230N4855;-40,10
E1231N4855;-37,47
E1232N4855;-27,55
E1233N4855;-16,23
E1234N4855;-12,62
E1235N4855;-29,41
E1236N4855;-57,50
E1237N4855;-78,34
E1238N4855;-69,24
E1239N4855;-44,87
E1240N4855;-17,39
E1241N4855;-7,27
E1242N4855;-4,96
E1243N4855;-5,55
E1244N4855;-3,99
E1245N4855;-2,66
E1246N4855;-0,81
E1247N4855;-0,41
E1251N4855;-0,29
E1252N4855;-0,29
E1253N4855;-0,86
E1254N4855;-0,57
E1255N4855;-0,57
E1278N4855;-2,28
E1279N4855;-8,52
E1280N4855;-9,42
E1281N4855;-9,94
E1282N4855;-3,70
E1283N4855;-2,51
E1284N4855;-1,31
E1285N4855;-0,41
E1128N4856;-2,03
E1129N4856;-2,76
E1130N4856;-3,74
E1131N4856;-1,72
E1132N4856;-1,72
E1133N4856;-0,74
E1137N4856;-0,27
E1138N4856;-0,95
E1139N4856;-4,88
E1140N4856;-10,58
E1141N4856;-10,04
E1142N4856;-10,87
E1143N4856;-11,22
E1144N4856;-14,85
E1145N4856;-21,30
E1146N4856;-17,69
E1147N4856;-10,66
E1148N4856;-6,76
E1149N4856;-8,78
E1150N4856;-13,15
E1151N4856;-17,45
E1152N4856;-17,57
E1153N4856;-16,35
E1154N4856;-12,52
E1155N4856;-8,22
E1156N4856;-2,31
E1157N4856;-3,42
