ZAAKNAAM;ACTIVENQ;XCOORD;YCOORD;WERKOPP;MAARTJE;score;scorem2;
Tabaksshop Lydia;4726;122276;484012;55;Petrol station;-4,5;1,0;
Primera Middenweg;4726;123847;485256;56;Petrol station;-4,5;2,0;
Tabak E-Smoking;4726;121053;486865;56;Petrol station;-4,5;2,0;
Firma P.G.C. Hajenius;4726;121272;486976;58;Petrol station;-4,5;2,0;
Tabaksspeciaalzaak Dennis Voet B.V.;4726;123735;486097;58;Petrol station;-4,5;2,0;
Tabakszaak Daan & Els;4726;122289;486025;58;Petrol station;-4,5;2,0;
Vivant buikslotermeerplein;4726;124594;490082;58;Petrol station;-4,5;2,0;
Cigo van Vuure;4726;126962;478742;58;Petrol station;-4,5;2,0;
V.O.F. Sigarenmagazijn 'De Meeuw';4726;123503;489087;59;Petrol station;-4,5;2,0;
Tabaksshop de Poort;4726;125365;480754;59;Petrol station;-4,5;2,0;
Tabakszaak Vespucci;4726;118688;487078;59;Petrol station;-4,5;2,0;
Blaska B.V.;4726;115272;485830;60;Petrol station;-4,5;2,0;
Tabaksshop PMP Star V.O.F.;4726;118654;486157;60;Petrol station;-4,5;2,0;
Lectuur en Tabakshop de Eindhalte;4726;124079;485993;60;Petrol station;-4,5;2,0;
V.O.F. Tabaktief De Kapitein;4726;121117;489161;62;Petrol station;-4,5;2,0;
Vivant meer dan tabak;4726;118329;484976;62;Petrol station;-4,5;2,0;
Iremax;4726;121310;487682;63;Petrol station;-4,5;2,0;
A. El Hajjioui t.h.o.d.n. Bom 4;4726;121390;487484;63;Petrol station;-4,5;2,0;
Amstel Business Park Brandstoffen B.V.;4730;125016;478715;63;Petrol station;-4,5;2,0;
Canna 420;4726;121861;487413;64;Petrol station;-4,5;2,0;
SUPERGIFTS;4726;121015;487403;65;Petrol station;-4,5;2,0;
Tabakspeciaalzaak Jan van Galen;4726;119271;487581;65;Petrol station;-4,5;2,0;
''t Brandpunt Tabac';4726;123597;489390;66;Petrol station;-4,5;2,0;
ATMO B.V.;4726;118438;485446;66;Petrol station;-4,5;2,0;
Nancy Tabaksspeciaalzaak;4726;121697;485562;67;Petrol station;-4,5;2,0;
Tabakspeciaalzaak Bos V.O.F.;4726;120006;488003;68;Petrol station;-4,5;2,0;
Mount Everest Shop;4726;119903;486697;68;Petrol station;-4,5;2,0;
Haarlemsch binnen;4726;120825;488454;68;Petrol station;-4,5;2,0;
't Paleisje B.V.;4726;121240;487310;70;Petrol station;-4,5;2,0;
Sigarenmagazijn Tito;4726;121225;488192;70;Petrol station;-4,5;2,0;
Tabakshop Gogun;4726;124306;486287;70;Petrol station;-4,5;2,0;
Techador Joy;4726;118336;484722;70;Petrol station;-4,5;2,0;
Davidoff of Geneva;4726;120380;485588;70;Petrol station;-4,5;2,0;
Tabaktief Buikslotermeerplein;4726;124366;490126;72;Petrol station;-4,5;2,0;
Primera Molenwijk;4726;121375;492242;73;Petrol station;-4,5;2,0;
H & H Tabakshop;4726;119454;486020;75;Petrol station;-4,5;2,0;
Touch & Dutch;4726;121419;487772;75;Petrol station;-4,5;2,0;
Q&N Tabak en souvenir;4726;121481;487990;77;Petrol station;-4,5;2,0;
J. van Beek B.V.;4726;121658;487774;78;Petrol station;-4,5;2,0;
The Read Shop Insulindeweg;4726;124498;486039;78;Petrol station;-4,5;2,0;
Bookshop Leidsestraat B.V.;4726;120677;486415;80;Petrol station;-4,5;2,0;
De Rokerie;4726;127707;478793;80;Petrol station;-4,5;2,0;
Taka Taka;4726;121090;487068;80;Petrol station;-4,5;2,0;
Ohmkar 2;4726;121334;486941;80;Petrol station;-4,5;2,0;
Tobacco King;4726;121512;487223;80;Petrol station;-4,5;2,0;
Primera Delflandplein;4726;117708;484765;81;Petrol station;-4,5;2,0;
Primera Heijm;4726;119437;484365;82;Petrol station;-4,5;2,0;
tabakshop noord;4726;124866;490449;82;Petrol station;-4,5;2,0;
Azalea Buurtwinkel;4726;122886;489892;83;Petrol station;-4,5;2,0;
Tuncay Sevincer hodn THE READ SHOP Express;4726;121245;485587;86;Petrol station;-4,5;2,0;
Tabaks/gemakzaak Vivánt de Jordaan;4726;120698;487976;89;Petrol station;-4,5;2,0;
Techador Mitra/Postagentschap;4726;117777;486157;89;Petrol station;-4,5;2,0;
Frans Ridder;4726;118786;488253;96;Petrol station;-4,5;2,0;
Primera Kinkerstraat;4726;119622;486601;96;Petrol station;-4,5;2,0;
Castrikum lectuurshop Haarlemmerstraat B.V.;4726;121373;488086;96;Petrol station;-4,5;2,0;
Autoradam, Locatie Amsterdam;4730;119120;488526;97;Petrol station;-4,5;2,0;
Easy Shop de Aker;4726;114068;484823;99;Petrol station;-4,5;2,0;
Castrikum Lectuurshop Kinkerstraat B.V.;4726;119262;486435;100;Petrol station;-4,5;2,0;
A&M Telecommunicatie;4726;116434;488264;100;Petrol station;-4,5;2,0;
Buddha 3;4726;121626;487783;106;Petrol station;-4,5;2,0;
Tankstation Commandeur;4730;118773;484716;110;Petrol station;-4,5;2,0;
Fred's Tabakshop;4726;124172;486317;111;Petrol station;-4,5;2,0;
V.O.F. Easy Store;4726;120613;487461;112;Petrol station;-4,5;2,0;
La Famiglia Rookwaren;4726;118371;487314;114;Petrol station;-4,5;2,0;
J.H. Zwart's Automobielbedrijf B.V.;4730;112919;485363;114;Petrol station;-4,5;2,0;
Primera 'Roja';4726;127099;480980;115;Petrol station;-4,5;2,0;
Ilyas Tabak en Gemakswinkel;4726;122758;485566;115;Petrol station;-4,5;2,0;
A&A t.h.o.d.n. Primera Haarlemmerdijk;4726;120806;488580;116;Petrol station;-4,5;2,0;
BarCan Tabak & Gemak;4726;114853;485051;120;Petrol station;-4,5;2,0;
V.O.F. Primera Leo & Anita;4726;118416;487985;123;Petrol station;-4,5;2,0;
Arian;4726;120728;485249;127;Petrol station;-4,5;2,0;
Red Street Tabak;4726;121760;487385;128;Petrol station;-4,5;2,0;
Techador Sarphati;4726;121391;485232;130;Petrol station;-4,5;2,0;
Ganzenpoort Cigars;4726;126727;481736;130;Petrol station;-4,5;2,0;
Tango Amsterdam (Hamerstraat);4730;123360;488622;132;Petrol station;-4,5;2,0;
BG Trading International;4726;115815;487611;144;Petrol station;-4,5;2,0;
Primera Waterlandplein;4726;125566;489477;146;Petrol station;-4,5;2,0;
Cigo Olympia;4726;119191;484616;160;Petrol station;-4,5;2,0;
A. Goedhart Sigarenmagazijn B.V.;4726;123004;491212;162;Petrol station;-4,5;2,0;
Primera-Postkantoor Beukenplein;4726;123004;485603;170;Petrol station;-4,5;2,0;
YLMZ Tabakshop;4726;117160;488119;182;Petrol station;-4,5;2,0;
Tabaksgemakwinkel Primera Pasteuning;4726;120157;488618;265;Petrol station;-4,5;2,0;
W.E. de Visser B.V.;4726;121632;487739;270;Petrol station;-4,5;2,0;
Ekoplaza;47292;121073;485924;0;Reform shop;1;0,5;
Antioxidair B.V.;47292;121143;486508;0;Reform shop;1;0,5;
Vitamin Store Nederland B.V.;47292;112429;487583;0;Reform shop;1;0,5;
NL Juices Online B.V.;47292;118639;483181;0;Reform shop;1;0,5;
The Tasting Experience;47292;119865;482791;0;Reform shop;1;0,5;
Karlas & Karlas Corpus Control;47292;127030;481583;0;Reform shop;1;0,5;
Happy Melons B.V.;47292;118502;484817;0;Reform shop;1;0,5;
Healthy Belly B.V.;47292;120200;484510;0;Reform shop;1;0,5;
Coöperatieve Vereniging de Ecowinkel BA;47299;120962;485624;0;Reform shop;1;0,5;
Holland & Barrett;47741;121719;486203;0;Reform shop;1;0,5;
Holland & Barrett B.V.;47741;122826;489306;0;Reform shop;1;0,5;
Finally Diet B.V.;47292;118939;481846;18;Reform shop;1;0,5;
Venus Soul Shop;47292;120614;487734;20;Reform shop;1;0,5;
Li Zhang Pr. Traditionele Geneesk./Acupuntuur;47292;121891;487604;27;Reform shop;1;0,5;
TNHC de Munt;47292;121371;486644;37;Reform shop;1;0,5;
Chinese Medische Praktijk;47292;120627;487920;43;Reform shop;1;0,5;
BioLicious Aalsmeerweg;47292;118347;484896;50;Reform shop;1;0,5;
Health Quest by Joyce;47292;120956;486197;51;Reform shop;1;0,5;
De Vitaminewinkel/Vitaminstore Gelderlandpln;47292;120351;482669;58;Reform shop;1;0,5;
Unlimited Health;47292;121575;485098;64;Reform shop;1;0,5;
Vitaminstore Oostpoort;47292;123753;485533;69;Reform shop;1;0,5;
Holland & Barrett B.V.;47741;120279;484655;70;Reform shop;1;1,0;
De Glutenvrije Winkel;47292;123534;485409;74;Reform shop;1;1,0;
EkoPlaza;47292;121204;484340;80;Reform shop;1;1,0;
Vitaminstore Beethovenstraat;47292;120256;484546;80;Reform shop;1;1,0;
Krits;47292;118803;485121;84;Reform shop;1;1,0;
Inner Energy Center;47292;120783;485198;85;Reform shop;1;1,0;
Holland & Barrett;47741;118181;487979;95;Reform shop;1;1,0;
De Tuinen;47741;121271;487274;96;Reform shop;1;1,0;
Strong Food;47292;124060;486275;99;Reform shop;1;1,0;
Weijers Gezondheidswinkel de Kruidenbox;47292;119808;486947;100;Reform shop;1;1,0;
Estafette Amsterdam Zuid;47292;121003;485043;100;Reform shop;1;1,0;
De Tuinen;47741;121564;487743;107;Reform shop;1;1,0;
Erica;47292;121834;487994;112;Reform shop;1;1,0;
EkoPlaza;47292;121858;485370;113;Reform shop;1;1,0;
De Tuinen;47741;120833;486535;113;Reform shop;1;1,0;
De Tuinen met Holland & Barrett;47741;121858;485370;113;Reform shop;1;1,0;
De Tuinen;47741;125361;480810;116;Reform shop;1;1,0;
Duinhoven h.o.d.h.n. Organic Food For You;47292;121275;486188;119;Reform shop;1;1,0;
De Tuinen;47741;121218;486886;122;Reform shop;1;1,0;
Biolicious Yburg;47292;127980;485726;132;Reform shop;1;1,0;
De Tuinen;47741;121169;485194;137;Reform shop;1;1,0;
Estafette Amsterdam Bos en Lommer;47292;118440;487989;140;Reform shop;1;2,0;
De Tuinen;47741;119567;486580;140;Reform shop;1;2,0;
De Tuinen;47292;120261;482664;142;Reform shop;1;2,0;
De Tuinen;47741;115362;485898;149;Reform shop;1;2,0;
De Tuinen;47741;116556;488229;157;Reform shop;1;2,0;
EkoPlaza;47292;119191;484616;160;Reform shop;1;2,0;
Estafette Amsterdam-Westerpark;47292;120082;487486;163;Reform shop;1;2,0;
Estafette Amsterdam-Zeeburg;47292;124382;487451;190;Reform shop;1;2,0;
EkoPlaza;47292;119340;486310;200;Reform shop;1;2,0;
Vitaminstore Osdorp;47292;115316;485777;208;Reform shop;1;2,0;
Michel Does V.O.F.;47292;124545;490142;210;Reform shop;1;2,0;
Body Basics Voedingssupplementen;47292;119842;482791;219;Reform shop;1;2,0;
EkoPlaza;47292;120110;486313;225;Reform shop;1;2,0;
Biolicious Oostpoort;47292;123743;485563;235;Reform shop;1;2,0;
De Tuinen;47741;123768;485565;242;Reform shop;1;2,0;
EkoPlaza;47292;120037;482787;277;Reform shop;1;2,0;
EkoPlaza;47292;120822;488569;294;Reform shop;1;2,0;
De Tuinen;47292;124365;490222;338;Reform shop;1;2,0;
Ekodis Natuurmarkt;47292;123079;485523;352;Reform shop;1;2,0;
EkoPlaza;47292;120412;486951;473;Reform shop;1;2,0;
EkoPlaza;47292;121517;485638;913;Reform shop;1;2,0;
Albert Heijn B.V.;4711;118834;488336;259;Supermarket;1,8;0,5;
Dekamarkt;4711;125372;489980;260;Supermarket;1,8;0,5;
Supermarkt Costa B.V.;4711;123342;488759;274;Supermarket;1,8;0,5;
Albert Heijn B.V.;4711;121406;487455;275;Supermarket;1,8;0,5;
Gekke Gerrit Spaarndam B.V.;4711;120433;489208;279;Supermarket;1,8;0,5;
V.O.F. Korstanje - Nijman;4711;122513;487067;280;Supermarket;1,8;0,5;
Spar De Winter;4711;114844;486166;284;Supermarket;1,8;0,5;
Beydogan Supermarkt;4711;118223;487815;285;Supermarket;1,8;0,5;
Albert Heijn;4711;120199;488537;306;Supermarket;1,8;0,5;
Marqt Haarlemmerstraat;4711;121128;488252;311;Supermarket;1,8;0,5;
Albert Heijn B.V.;4711;121565;487967;319;Supermarket;1,8;0,5;
PLUS Nageljongenstraat;4711;121741;490939;320;Supermarket;1,8;0,5;
Marqt Linnaeusstraat;4639;123651;485541;332;Supermarket;1,8;0,5;
Dirk van den Broek Supermarkten;4711;121506;487393;337;Supermarket;1,8;0,5;
Albert Heijn B.V.;4711;122019;487842;341;Supermarket;1,8;0,5;
EkoPlaza van Swindenstraat;4711;123581;486132;341;Supermarket;1,8;0,5;
Albert Heijn B.V.;4711;121474;484348;348;Supermarket;1,8;0,5;
Albert Heijn;4711;122249;484050;359;Supermarket;1,8;0,5;
Aldi-Markt;4711;121177;485961;399;Supermarket;1,8;0,5;
Albert Heijn;4711;119236;485883;400;Supermarket;1,8;0,5;
Albert Heijn;4711;121079;486708;400;Supermarket;1,8;0,5;
KWB Wittenburg B.V.;4711;123170;487001;403;Supermarket;1,8;0,5;
Albert Heijn Supermarkt;4711;123170;487001;403;Supermarket;1,8;0,5;
Marqt B.V.;4711;119486;484365;437;Supermarket;1,8;0,5;
Albert Heijn B.V.;4711;119379;486139;440;Supermarket;1,8;0,5;
Lidl;4711;121910;485664;444;Supermarket;1,8;0,5;
Albert Heijn B.V.;4711;121787;488065;452;Supermarket;1,8;0,5;
Deen Winkels B.V.;4711;118386;484733;454;Supermarket;1,8;0,5;
Albert Heijn;4711;118797;485075;456;Supermarket;1,8;0,5;
Albert Heijn;4711;121803;487313;460;Supermarket;1,8;0,5;
Aldi-Markt;4711;119053;482159;484;Supermarket;1,8;0,5;
Albert Heijn;4711;121281;486212;487;Supermarket;1,8;0,5;
Supermarkt Elandsgracht B.V.;4721;120577;487003;498;Supermarket;1,8;0,5;
Marqt Utrechtsestraat;4711;121675;486510;500;Supermarket;1,8;0,5;
Albert Heijn B.V.;4711;121233;485875;523;Supermarket;1,8;0,5;
Supermarkt van Swindenstraat B.V.;4711;123567;486164;530;Supermarket;1,8;0,5;
Albert Heijn;4711;120764;487960;540;Supermarket;1,8;0,5;
Sean B.V.;4711;119611;481972;541;Supermarket;1,8;0,5;
Deka Supermarkten B.V.;4711;116304;487771;550;Supermarket;1,8;0,5;
Marqt Ceintuurbaan;4711;121913;485315;553;Supermarket;1,8;0,5;
Dirk van den Broek Supermarkten;4711;120323;488420;557;Supermarket;1,8;0,5;
Albert Heijn;4711;122893;489284;560;Supermarket;1,8;0,5;
Marqt Bilderdijkstraat;4639;119836;486878;566;Supermarket;1,8;0,5;
Marqt Overtoom;4639;120311;486278;569;Supermarket;1,8;0,5;
Lidl;4711;114552;485586;586;Supermarket;1,8;0,5;
Deen Niersstraat;4711;121463;484069;587;Supermarket;1,8;0,5;
Vomar;4711;120079;486805;600;Supermarket;1,8;0,5;
M.H.M. de Koning B.V.;4711;120725;487986;600;Supermarket;1,8;1,0;
Albert Heijn;4711;123184;485301;622;Supermarket;1,8;1,0;
Albert Heijn;4711;120729;487453;627;Supermarket;1,8;1,0;
Aldi Markt;4711;125533;480788;628;Supermarket;1,8;1,0;
Aldi Markt;4711;119223;487172;630;Supermarket;1,8;1,0;
Albert Heijn B.V.;4711;123974;486220;631;Supermarket;1,8;1,0;
Albert Heijn;4711;123476;486602;663;Supermarket;1,8;1,0;
Albert Heijn;4711;117735;484702;668;Supermarket;1,8;1,0;
Marqt Wolvenstraat;4711;120806;487066;692;Supermarket;1,8;1,0;
Lidl;4711;120225;486369;698;Supermarket;1,8;1,0;
Albert Heijn B.V.;4711;121796;486032;713;Supermarket;1,8;1,0;
Albert Heijn;4711;120325;489439;714;Supermarket;1,8;1,0;
Aldi-Markt;4711;127035;480975;719;Supermarket;1,8;1,0;
Jumbo Supermarkten B.V.;4711;116502;488238;735;Supermarket;1,8;1,0;
Coop;4711;121105;485237;737;Supermarket;1,8;1,0;
Albert Heijn B.V.;4711;121596;492859;745;Supermarket;1,8;1,0;
Aldi Markt;4711;121040;484788;747;Supermarket;1,8;1,0;
Jumbo Supermarkt;4711;119112;484999;753;Supermarket;1,8;1,0;
Aldi-Markt;4711;125526;489502;780;Supermarket;1,8;1,0;
Albert Heijn;4711;118770;486380;799;Supermarket;1,8;1,0;
Dirk van den Broek Supermarkten;4711;122120;484450;799;Supermarket;1,8;1,0;
Lidl;4711;114849;488395;800;Supermarket;1,8;1,0;
Albert Heijn;4711;119188;487569;805;Supermarket;1,8;1,0;
Albert Heijn;4711;120282;484670;825;Supermarket;1,8;1,0;
Albert Heijn;4711;119801;486645;835;Supermarket;1,8;1,0;
Supermarkt Verboom B.V.;4711;127737;478849;835;Supermarket;1,8;1,0;
Deen Rijnstraat;4711;122208;484062;841;Supermarket;1,8;1,0;
Aldimarkt;4711;114921;486179;844;Supermarket;1,8;1,0;
Dirk van den Broek Supermarkten;4711;118256;487925;845;Supermarket;1,8;1,0;
Albert Heijn;4711;124526;486142;850;Supermarket;1,8;1,0;
Albert Heijn;4711;115731;484366;852;Supermarket;1,8;1,0;
Aldi-Markt;4711;122391;484106;858;Supermarket;1,8;1,0;
Dirk van den Broek;4711;123632;485452;885;Supermarket;1,8;1,0;
Albert Heijn;4711;120010;487603;931;Supermarket;1,8;1,0;
Lidl;4711;117708;484720;948;Supermarket;1,8;1,0;
Albert Heijn B.V.;4711;121214;484147;951;Supermarket;1,8;1,0;
Marqt Gelderlandplein;4639;120295;482738;953;Supermarket;1,8;1,0;
Albert Heijn;4711;115123;487923;954;Supermarket;1,8;1,0;
Albert Heijn;4711;122142;484530;960;Supermarket;1,8;1,0;
Dirk van den Broek Supermarkten;4711;115771;484378;963;Supermarket;1,8;1,0;
Lidl;4711;117451;486221;977;Supermarket;1,8;1,0;
Albert Heijn;4711;116814;485378;980;Supermarket;1,8;1,0;
Jumbo Supermarkten B.V.;4711;118756;485791;987;Supermarket;1,8;1,0;
Albert Heijn;4711;124452;487435;1000;Supermarket;1,8;1,0;
Dirk van den Broek Supermarkten;4711;119856;486829;1006;Supermarket;1,8;1,0;
Albert Heijn;4711;117561;486350;1017;Supermarket;1,8;1,0;
Dirk van den Broek Supermarkten;4711;116769;485469;1029;Supermarket;1,8;1,0;
Vomar Voordeelmarkt;4711;126095;479179;1049;Supermarket;1,8;2,0;
Vomar Voordeelmarkt;4711;127904;485716;1049;Supermarket;1,8;2,0;
Albert Heijn B.V.;4711;122657;486147;1054;Supermarket;1,8;2,0;
Dirk van den Broek Supermarkten;4711;118557;485075;1060;Supermarket;1,8;2,0;
Supermarkt Bos & Lommer B.V.;4711;118102;488014;1075;Supermarket;1,8;2,0;
Supermarkt Nieuw West B.V.;4711;115853;487589;1084;Supermarket;1,8;2,0;
Jumbo Supermarkt;4711;125486;489576;1138;Supermarket;1,8;2,0;
Dirk van den Broek Supermarkten;4711;118534;486967;1168;Supermarket;1,8;2,0;
Vomar;4711;118157;488076;1200;Supermarket;1,8;2,0;
Dirk van den Broek Supermarkten;4711;121277;485596;1224;Supermarket;1,8;2,0;
Coop;4711;114003;485449;1252;Supermarket;1,8;2,0;
Dirk van den Broek Supermarkten;4711;119833;487580;1315;Supermarket;1,8;2,0;
Vomar Voordeelmarkt;4711;115106;488072;1328;Supermarket;1,8;2,0;
Supermarkt Reigersbos B.V.;4711;126956;478585;1329;Supermarket;1,8;2,0;
Albert Heijn;4711;123735;485568;1336;Supermarket;1,8;2,0;
Vomar;4711;125566;480870;1337;Supermarket;1,8;2,0;
Albert Heijn;4711;122064;486882;1366;Supermarket;1,8;2,0;
Aries t.h.o.d.n. Jumbo Oostelijke Handelskade;4711;124230;487493;1417;Supermarket;1,8;2,0;
Albert Heijn;4711;118205;487997;1460;Supermarket;1,8;2,0;
Albert Heijn B.V.;4711;126698;481741;1462;Supermarket;1,8;2,0;
Lidl;4711;118160;488566;1473;Supermarket;1,8;2,0;
Dirk van den Broek Supermarkten;4711;115210;485788;1522;Supermarket;1,8;2,0;
Albert Heijn B.V.;4711;127982;485645;1528;Supermarket;1,8;2,0;
De Aker-Schaffner B.V.;4711;114068;484822;1548;Supermarket;1,8;2,0;
Dirk van den Broek Supermarkten;4711;123066;488666;1581;Supermarket;1,8;2,0;
Vomar;4711;123955;485168;1730;Supermarket;1,8;2,0;
Albert Heijn B.V.;4711;119824;487115;1734;Supermarket;1,8;2,0;
Albert Heijn;4711;120422;485597;1779;Supermarket;1,8;2,0;
Albert Heijn;4711;124542;490041;1841;Supermarket;1,8;2,0;
Jumbo Supermarkten B.V.;4711;124276;490232;1849;Supermarket;1,8;2,0;
Lidl;4711;124583;486043;1912;Supermarket;1,8;2,0;
Albert Heijn;4711;121154;487333;1951;Supermarket;1,8;2,0;
Albert Heijn;4711;121253;484908;1990;Supermarket;1,8;2,0;
Albert Heijn;4711;121381;492247;2000;Supermarket;1,8;2,0;
Albert Heijn;4711;116631;488148;2042;Supermarket;1,8;2,0;
Lidl;4711;118741;485762;2083;Supermarket;1,8;2,0;
Lidl;4711;123005;491209;2105;Supermarket;1,8;2,0;
AH 8702;4711;125608;489527;2157;Supermarket;1,8;2,0;
Albert Heijn;4711;125538;480937;2283;Supermarket;1,8;2,0;
Lidl;47299;125267;480757;2386;Supermarket;1,8;2,0;
Albert Heijn;4711;124524;484794;2509;Supermarket;1,8;2,0;
Albert Heijn;4711;127150;481009;2619;Supermarket;1,8;2,0;
Albert Heijn;4711;115197;485891;2680;Supermarket;1,8;2,0;
Dirk van den Broek;4711;121306;483628;2818;Supermarket;1,8;2,0;
Foodmarkt Amsterdam;4711;123175;488481;3152;Supermarket;1,8;2,0;
Albert Heijn;4711;120326;482691;4240;Supermarket;1,8;2,0;
R.H.J. de Groot;4711;117797;485324;52453;Supermarket;1,8;2,0;
't Winkeltje;4711;117797;485324;52453;Supermarket;1,8;2,0;
Surinaams- Chinees Afhaalcentrum Albina;56101;121101;485347;0;Take away;-3,7;0,5;
Blom & Aarssen B.V.;56102;121188;485224;0;Take away;-3,7;0,5;
R.R. Hester;56102;116108;488496;0;Take away;-3,7;0,5;
J.C. van Gemert Jr.;56102;120203;492538;0;Take away;-3,7;0,5;
Fruitamine;56102;120856;486691;0;Take away;-3,7;0,5;
De Carrousel;56102;121249;485792;0;Take away;-3,7;0,5;
G.J. van Meerveld;56102;127691;492405;0;Take away;-3,7;0,5;
A.N.H. de Poorter;56102;120306;492711;0;Take away;-3,7;0,5;
á la Ghazi;56102;118665;487058;0;Take away;-3,7;0,5;
S. Fazli Lotfabad;56102;123931;490225;0;Take away;-3,7;0,5;
Rogh;56102;121234;486008;0;Take away;-3,7;0,5;
Juice & More;56102;118645;486433;0;Take away;-3,7;0,5;
B. Singh;56102;124842;486836;0;Take away;-3,7;0,5;
N. Bloemberg V.O.F.;56102;117798;485349;0;Take away;-3,7;0,5;
The Pancake Bakery B.V.;56102;120885;487868;0;Take away;-3,7;0,5;
Pizza La Stella;56102;122274;492532;0;Take away;-3,7;0,5;
Freeland's Bio Zaaa3 - Zaaa3;56102;121754;487563;0;Take away;-3,7;0,5;
Le Papillon Bleu;56102;117741;485265;0;Take away;-3,7;0,5;
Paviljoen Kleine Arena;56102;125142;480608;0;Take away;-3,7;0,5;
Catering Club B.V.;56102;124541;480738;0;Take away;-3,7;0,5;
King Gepofte Aardappel & Falafel;56102;115424;485881;0;Take away;-3,7;0,5;
V.O.F. Graanstra-Drost;56102;120753;487451;0;Take away;-3,7;0,5;
Puck & Indy B.V.;56102;118694;485667;0;Take away;-3,7;0,5;
PieNong Thai;56102;120434;488281;0;Take away;-3,7;0,5;
King Döner;56102;114216;484665;0;Take away;-3,7;0,5;
HMSHost Nederland B.V./BK st. A'dam Centraal;56102;121864;487961;0;Take away;-3,7;0,5;
Sushi Time B.V.;56102;120042;483741;0;Take away;-3,7;0,5;
Hof&Burg;56102;123464;485253;0;Take away;-3,7;0,5;
Martijn Ipek Bijlmerplein B.V.;56102;125300;480777;0;Take away;-3,7;0,5;
Mech make & take B.V.;56102;119803;483345;0;Take away;-3,7;0,5;
Eetland;56102;126921;478702;0;Take away;-3,7;0,5;
Filter;56102;122278;486980;0;Take away;-3,7;0,5;
De poffertjeskraam A&P;56102;114359;488057;0;Take away;-3,7;0,5;
Banda Bou;56102;120382;492689;0;Take away;-3,7;0,5;
Coffee Mania;56102;117214;484890;0;Take away;-3,7;0,5;
M-jo B.V.;56102;125462;481068;0;Take away;-3,7;0,5;
Julia's Amsterdam Amstel;56102;123037;484375;0;Take away;-3,7;0,5;
Tjins Gelderlandplein;56102;120149;482763;0;Take away;-3,7;0,5;
Istanbul Lounge B.V.;56102;119914;487580;0;Take away;-3,7;0,5;
Amsterdam Roest B.V.;56102;123780;487341;0;Take away;-3,7;0,5;
Time-Out Sportcafé B.V.;56102;115278;486824;0;Take away;-3,7;0,5;
De Amsterdamsche Tram;56102;117742;489122;0;Take away;-3,7;0,5;
NS Stat. Ret.bedr. B.V. t.h.o.d.n. Starbucks;56102;125025;480561;0;Take away;-3,7;0,5;
NS Stat. Ret.bedr. B.V./Starbucks (A'dam Zd);56102;119987;483645;0;Take away;-3,7;0,5;
IM's;56102;125603;481205;0;Take away;-3,7;0,5;
Street Kitchen B.V.;56102;120002;486464;0;Take away;-3,7;0,5;
NS Stat. Ret.bdr. B.V./Smullers (st. A'dam Z);56102;119976;483494;0;Take away;-3,7;0,5;
Zus & Zo @ Medico Vision;56102;118585;484082;0;Take away;-3,7;0,5;
Welman & Van Wijk;56102;125942;486908;0;Take away;-3,7;0,5;
Coff. on Wheels thodn CasaBarista Amsterdam;56102;127037;486044;0;Take away;-3,7;0,5;
B&B Claude Debussy B.V.;56102;120670;482787;0;Take away;-3,7;0,5;
Sugarless;56102;119802;486964;0;Take away;-3,7;0,5;
Bloemenbar B.V.;56102;121155;486798;0;Take away;-3,7;0,5;
Telden B.V.;56102;114304;484650;0;Take away;-3,7;0,5;
Cafe Blek;56102;121780;484350;0;Take away;-3,7;0,5;
Coffee Plaza DCK B.V.;56102;119963;487175;0;Take away;-3,7;0,5;
Café BaCo B.V.;56102;124445;480747;0;Take away;-3,7;0,5;
Frostys;56102;119232;489643;0;Take away;-3,7;0,5;
De Belegde Boterham B.V.;56102;114007;489402;0;Take away;-3,7;0,5;
Tijdelijke Toren B.V.;56102;121751;486582;0;Take away;-3,7;0,5;
California Burrito Oude Leliestraat B.V.;56102;121050;487532;0;Take away;-3,7;0,5;
Kuijpers Horeca Exploitatie B.V.;56102;124641;480383;0;Take away;-3,7;0,5;
Eetcafe Le Petit Latin;56102;121111;487053;0;Take away;-3,7;0,5;
Warung Barokah;56102;122668;484794;0;Take away;-3,7;0,5;
Fields Food retail B.V.;56102;119103;486001;0;Take away;-3,7;0,5;
Red Star Amsterdam B.V.;56102;121749;487566;0;Take away;-3,7;0,5;
Freya Frericks;56102;125444;481625;0;Take away;-3,7;0,5;
World Döner Center (WDC);56102;120020;483332;0;Take away;-3,7;0,5;
Van de Buurt;56102;119070;487870;0;Take away;-3,7;0,5;
Öz Sinbad B.V.;56102;122656;485551;0;Take away;-3,7;0,5;
Louffee;56102;126338;481908;0;Take away;-3,7;0,5;
Taste Natural;56102;123986;490505;0;Take away;-3,7;0,5;
Theatercafé Podium Mozaïek B.V.;56102;118704;488157;0;Take away;-3,7;0,5;
Mondial MS;56102;121754;487662;0;Take away;-3,7;0,5;
Fatih Aydin t.h.o.d.n. Döner Company;56102;125082;480623;0;Take away;-3,7;0,5;
Emos-Döner;56102;125536;489523;0;Take away;-3,7;0,5;
Deli-caat;56102;118825;487181;0;Take away;-3,7;0,5;
Café The News B.V.;56102;120736;486373;0;Take away;-3,7;0,5;
Chocolate Company Amsterdam CS;56102;121814;487985;0;Take away;-3,7;0,5;
Kostverloren B.V.;56102;119981;488811;0;Take away;-3,7;0,5;
Tjalim Inn B.V.;56102;125857;489954;0;Take away;-3,7;0,5;
