ZAAKNAAM;XCOORD;YCOORD;WERKOPP;outlet_type;m2_score;score_maartje;impact_factor
Kleine Cooldown;120769;486335;0;Café;0,5;-2,3;-1,15
GIP Holding B.V.;120609;486409;0;Café;0,5;-2,3;-1,15
Bar Helmers;120504;486452;0;Café;0,5;-2,3;-1,15
Hajjioui Horeca B.V.;115536;485973;0;Café;0,5;-2,3;-1,15
The Lone Rangers Bar B.V.;121210;487253;0;Café;0,5;-2,3;-1,15
Café het Paleis;121071;487275;0;Café;0,5;-2,3;-1,15
Troost Westergas B.V.;119981;488811;0;Café;0,5;-2,3;-1,15
Van Gogh Café;121607;487996;0;Café;0,5;-2,3;-1,15
Nacional B.V.;121182;486628;0;Café;0,5;-2,3;-1,15
Rembrandt Bar;121541;486618;0;Café;0,5;-2,3;-1,15
Escape B.V.;121566;486617;0;Café;0,5;-2,3;-1,15
Royal Café de Kroon;121592;486617;0;Café;0,5;-2,3;-1,15
Closure Events B.V.;120380;487331;0;Café;0,5;-2,3;-1,15
The River Café B.V.;121020;486917;0;Café;0,5;-2,3;-1,15
Supperclub 2.0 B.V.;121057;486746;0;Café;0,5;-2,3;-1,15
Odessa Journey B.V.;124385;487500;0;Café;0,5;-2,3;-1,15
Magnetico Exploitatie B.V.;125770;487219;0;Café;0,5;-2,3;-1,15
Café Treffers;119311;487145;0;Café;0,5;-2,3;-1,15
Café-Bar Ülfet 2;119059;487186;0;Café;0,5;-2,3;-1,15
Café Kontakt;119070;487257;0;Café;0,5;-2,3;-1,15
Café Admiraal;119033;487305;0;Café;0,5;-2,3;-1,15
Struik;118899;487972;0;Café;0,5;-2,3;-1,15
Café de Fluiter;118888;488067;0;Café;0,5;-2,3;-1,15
Café-Bar Ronaldinho;119573;486916;0;Café;0,5;-2,3;-1,15
Café Brinkentuin;119573;486857;0;Café;0,5;-2,3;-1,15
Café/bar Nachtzuster;121000;485292;0;Café;0,5;-2,3;-1,15
Charbon B.V.;120978;485320;0;Café;0,5;-2,3;-1,15
De Groene Vlinder Exploitatie B.V.;121320;485383;0;Café;0,5;-2,3;-1,15
Strandpaviljoen uit de Kunst B.V.;123194;486313;0;Café;0,5;-2,3;-1,15
Amstelhoeck;121833;486756;0;Café;0,5;-2,3;-1,15
Café ''t Hooischip';121937;486624;0;Café;0,5;-2,3;-1,15
The Bushdocter B.V.;121503;486670;0;Café;0,5;-2,3;-1,15
Amstel Fifty Four;121522;486670;0;Café;0,5;-2,3;-1,15
Bos-Veld Horeca Beheer B.V.;121555;486673;0;Café;0,5;-2,3;-1,15
Café Vrijdag Amsterdam B.V.;122565;484416;0;Café;0,5;-2,3;-1,15
Steffens Recreatie;121430;482929;0;Café;0,5;-2,3;-1,15
Amstelplein 4 B.V.;122973;484151;0;Café;0,5;-2,3;-1,15
Gollem Proeflokaal;121811;486580;0;Café;0,5;-2,3;-1,15
Café São Paulo;118746;485592;0;Café;0,5;-2,3;-1,15
Café 'De Blauwe Reiger';118909;484852;0;Café;0,5;-2,3;-1,15
Amsterdam Sportsbar B.V.;122039;489191;0;Café;0,5;-2,3;-1,15
Piri Reis;119114;486545;0;Café;0,5;-2,3;-1,15
Wijncafé Worst;120996;489114;0;Café;0,5;-2,3;-1,15
Café Kosy;121709;483921;0;Café;0,5;-2,3;-1,15
Berry;119786;486857;0;Café;0,5;-2,3;-1,15
Vereniging de Trut;119910;486793;0;Café;0,5;-2,3;-1,15
Mike's Badhuistheater;122680;485843;0;Café;0,5;-2,3;-1,15
Café 't Lommertje;118457;487997;0;Café;0,5;-2,3;-1,15
Café De Zevende Hemel Amsterdam;116444;487757;0;Café;0,5;-2,3;-1,15
Café Ot en Sien B.V.;122295;488647;0;Café;0,5;-2,3;-1,15
Club Luxury B.V.;121356;488153;0;Café;0,5;-2,3;-1,15
Café SOOF Amsterdam Arena B.V.;123929;480246;0;Café;0,5;-2,3;-1,15
Sportcafé Zuid;118669;483696;0;Café;0,5;-2,3;-1,15
Café Cees;120970;485036;0;Café;0,5;-2,3;-1,15
Café het Podium;121184;485081;0;Café;0,5;-2,3;-1,15
The Terrace, Champagne and Oyster Bar B.V.;119746;483402;0;Café;0,5;-2,3;-1,15
Café Tjonge-Jonge;121190;484903;0;Café;0,5;-2,3;-1,15
Yip Fellows B.V.;121427;487304;0;Café;0,5;-2,3;-1,15
Beurs van Berlage Café B.V.;121518;487544;0;Café;0,5;-2,3;-1,15
Premier Horeca Beheer B.V.;123141;483184;0;Café;0,5;-2,3;-1,15
Café Sindbad;123602;486481;0;Café;0,5;-2,3;-1,15
Wasabi B.V.;119756;487133;0;Café;0,5;-2,3;-1,15
Bridge-Schaakcafe '2 Klaveren';119475;487045;0;Café;0,5;-2,3;-1,15
Café Nassau;120273;488459;0;Café;0,5;-2,3;-1,15
Finnegan's Rainbow;120159;488418;0;Café;0,5;-2,3;-1,15
Café Lowietje;120624;488172;0;Café;0,5;-2,3;-1,15
Café Bovendiep;126085;486131;0;Café;0,5;-2,3;-1,15
Bandra Beheer B.V.;122615;487709;0;Café;0,5;-2,3;-1,15
Time-Out Sportcafé B.V.;115278;486824;0;Café;0,5;-2,3;-1,15
Post CS B.V.;117986;487036;0;Café;0,5;-2,3;-1,15
Efe Bar;124298;486169;0;Café;0,5;-2,3;-1,15
Bosco B.V.;120037;486492;0;Café;0,5;-2,3;-1,15
Café Zouk;120099;486342;0;Café;0,5;-2,3;-1,15
Café Flamingo B.V.;121353;485393;0;Café;0,5;-2,3;-1,15
Café Flinck B.V.;121366;485348;0;Café;0,5;-2,3;-1,15
t Nieuwe Kafe;121295;487434;0;Café;0,5;-2,3;-1,15
Kheribase;126246;481846;0;Café;0,5;-2,3;-1,15
Terrasmus;118436;487493;0;Café;0,5;-2,3;-1,15
Strand Zuid;121112;483760;0;Café;0,5;-2,3;-1,15
Bloemenbar B.V.;124676;485080;0;Café;0,5;-2,3;-1,15
O'Donnell's Irish Pub (Utrecht) B.V.;121181;485535;0;Café;0,5;-2,3;-1,15
Café de Pijp;121178;485497;0;Café;0,5;-2,3;-1,15
Café Dam 6;116816;487450;0;Café;0,5;-2,3;-1,15
TIOFLI;123574;488721;0;Café;0,5;-2,3;-1,15
Het Signaal B.V.;119878;487672;0;Café;0,5;-2,3;-1,15
Joj Proof;121300;487493;0;Café;0,5;-2,3;-1,15
Stichting Collectief Groenhoven;126997;482113;0;Café;0,5;-2,3;-1,15
Dicky Squash B.V.;119961;483342;0;Café;0,5;-2,3;-1,15
Café Lijn 15;118441;485049;0;Café;0,5;-2,3;-1,15
24K Bar;121527;486646;0;Café;0,5;-2,3;-1,15
Bloemenbar B.V.;121155;486798;0;Café;0,5;-2,3;-1,15
Doemaarlekker B.V.;121159;486795;0;Café;0,5;-2,3;-1,15
Stones City;121634;487777;0;Café;0,5;-2,3;-1,15
Cafe 't Pleintje B.V.;126735;481726;0;Café;0,5;-2,3;-1,15
Proeflokaal Arendsnest;121096;487765;0;Café;0,5;-2,3;-1,15
Proeflokaal A. van Wees;120948;487015;0;Café;0,5;-2,3;-1,15
Sportcafé de Elzenhagen;123589;490487;0;Café;0,5;-2,3;-1,15
Café L'affiche;120096;486647;0;Café;0,5;-2,3;-1,15
Café Knibbel, Knabbel, Knuisje;118386;487011;0;Café;0,5;-2,3;-1,15
Cafe De Kashmir Lounge;119317;486371;0;Café;0,5;-2,3;-1,15
Café Quelle;119414;486123;0;Café;0,5;-2,3;-1,15
BAR BRA;119419;486110;0;Café;0,5;-2,3;-1,15
Nachtwacht;117477;486306;0;Café;0,5;-2,3;-1,15
De Marktkantine B.V.;119589;487716;0;Café;0,5;-2,3;-1,15
Café Sportpark;118953;487564;0;Café;0,5;-2,3;-1,15
Café 't Struikelblok;118831;487507;0;Café;0,5;-2,3;-1,15
Café Gijs de Rooy;123969;486284;0;Café;0,5;-2,3;-1,15
Gallizia's B.V.;124147;486315;0;Café;0,5;-2,3;-1,15
Bar Basquiat B.V.;124265;486288;0;Café;0,5;-2,3;-1,15
Rum Traders;124407;486319;0;Café;0,5;-2,3;-1,15
Café Java Boulevard;124420;486331;0;Café;0,5;-2,3;-1,15
Café de Sluyswacht;121934;486997;0;Café;0,5;-2,3;-1,15
CluB Stereo;121246;487255;0;Café;0,5;-2,3;-1,15
Clone 42 B.V.;120799;486950;0;Café;0,5;-2,3;-1,15
Café Morlang;120889;486611;0;Café;0,5;-2,3;-1,15
De Spijker' B.V.;120724;486601;0;Café;0,5;-2,3;-1,15
Resurgam;120812;486533;0;Café;0,5;-2,3;-1,15
Café de Klos B.V.;120840;486506;0;Café;0,5;-2,3;-1,15
Genootschap der Geneugten B.V.;120839;486483;0;Café;0,5;-2,3;-1,15
Kerkstraat 59;120870;486477;0;Café;0,5;-2,3;-1,15
Primo Café;120056;486770;0;Café;0,5;-2,3;-1,15
Hookah Lounge;119233;486452;0;Café;0,5;-2,3;-1,15
Westergasterras B.V.;119784;488921;0;Café;0,5;-2,3;-1,15
Temple Bar;121773;487252;0;Café;0,5;-2,3;-1,15
Het Amsterd. Litter. Café 'De Engelbewaarder';121714;487039;0;Café;0,5;-2,3;-1,15
Bierproeflokaal in de Wildeman B.V.;121495;487699;0;Café;0,5;-2,3;-1,15
Lusthof B.V.;119357;485213;0;Café;0,5;-2,3;-1,15
Amsterdam Nightlife B.V.;120604;486457;0;Café;0,5;-2,3;-1,15
Satellite Sportscafé B.V.;120702;486343;0;Café;0,5;-2,3;-1,15
Vol Gas! B.V.;120624;486434;0;Café;0,5;-2,3;-1,15
Café Eijlders;120621;486455;0;Café;0,5;-2,3;-1,15
The Waterhole;120625;486450;0;Café;0,5;-2,3;-1,15
The Pirates;120789;486263;0;Café;0,5;-2,3;-1,15
Fresh Marno B.V.;120810;486239;0;Café;0,5;-2,3;-1,15
tHUIS aan de AMSTEL;122816;483611;0;Café;0,5;-2,3;-1,15
Café Savoy;121499;486575;0;Café;0,5;-2,3;-1,15
Café Peter Beense;121480;486579;0;Café;0,5;-2,3;-1,15
Caf, 'T Hutje;115104;488007;0;Café;0,5;-2,3;-1,15
Café C B.V.;120594;486532;0;Café;0,5;-2,3;-1,15
El Punto Latino;120754;486372;0;Café;0,5;-2,3;-1,15
Kings Club;120839;486279;0;Café;0,5;-2,3;-1,15
Saloon Smoking Bull;121729;487578;0;Café;0,5;-2,3;-1,15
Red Star Amsterdam B.V.;121749;487566;0;Café;0,5;-2,3;-1,15
Villa Tante Bep;129703;479748;0;Café;0,5;-2,3;-1,15
Bourbon Street' Jazz-Blues Discotheek;120814;486331;0;Café;0,5;-2,3;-1,15
V.O.F. Surprise Bar;120757;486262;0;Café;0,5;-2,3;-1,15
Le Pub Leidseplein B.V.;120660;486414;0;Café;0,5;-2,3;-1,15
Hanny Horecaexploitatie B.V.;120650;486423;0;Café;0,5;-2,3;-1,15
Satellite Sportscafé B.V.;120688;486357;0;Café;0,5;-2,3;-1,15
Chicago Social Club B.V.;120630;486426;0;Café;0,5;-2,3;-1,15
Café de Waard B.V.;120627;486423;0;Café;0,5;-2,3;-1,15
Café De Plek;122358;484256;0;Café;0,5;-2,3;-1,15
Kanis & Meiland 3.0;124579;487716;0;Café;0,5;-2,3;-1,15
Tripel B.V.;120300;487041;0;Café;0,5;-2,3;-1,15
Maloe Melo Home of the Blues;120304;487031;0;Café;0,5;-2,3;-1,15
Tales & Spirits B.V.;121265;487696;0;Café;0,5;-2,3;-1,15
Lincom B.V.;123442;486226;0;Café;0,5;-2,3;-1,15
Pand 22;123557;485795;0;Café;0,5;-2,3;-1,15
Café Linnaeus;123660;485461;0;Café;0,5;-2,3;-1,15
Café Sport;123694;485425;0;Café;0,5;-2,3;-1,15
Cafebedrijf Festina Lente;120551;486875;0;Café;0,5;-2,3;-1,15
Café 'Casanova';119141;486386;0;Café;0,5;-2,3;-1,15
Radion Amsterdam B.V.;116758;484394;0;Café;0,5;-2,3;-1,15
Café Dopey's Elixer;121422;484857;0;Café;0,5;-2,3;-1,15
Tap Zuid B.V.;121449;484261;0;Café;0,5;-2,3;-1,15
F&B Sherlock B.V.;119118;484628;0;Café;0,5;-2,3;-1,15
Farid;118877;486541;0;Café;0,5;-2,3;-1,15
Tripbar Barça Amsterdam B.V.;121246;485568;0;Café;0,5;-2,3;-1,15
W.G.-Café;119806;486298;0;Café;0,5;-2,3;-1,15
Sara's Kitchen;120180;487189;0;Café;0,5;-2,3;-1,15
BR020;120200;487352;0;Café;0,5;-2,3;-1,15
Bar Brandstof;120195;487305;0;Café;0,5;-2,3;-1,15
Van Breda Holding B.V.;120495;486463;0;Café;0,5;-2,3;-1,15
Café De Ster;121563;487905;0;Café;0,5;-2,3;-1,15
Potator B.V.;122218;485823;0;Café;0,5;-2,3;-1,15
De Leidse Bocht B.V.;120630;486146;0;Café;0,5;-2,3;-1,15
The Mill B.V.;121812;487404;0;Café;0,5;-2,3;-1,15
Café The Zen;124491;486549;0;Café;0,5;-2,3;-1,15
Café 't Eitje;123094;488455;0;Café;0,5;-2,3;-1,15
Blijburg aan Zee;129615;484730;0;Café;0,5;-2,3;-1,15
Checkpoint Charlie;120396;488386;0;Café;0,5;-2,3;-1,15
Café Same Place;120104;487476;0;Café;0,5;-2,3;-1,15
De Vrouwen van Nassau;120036;487245;0;Café;0,5;-2,3;-1,15
B.V. Crea Café;122690;486261;0;Café;0,5;-2,3;-1,15
Café de Jaren;121501;486800;0;Café;0,5;-2,3;-1,15
Café Bern;121825;487094;0;Café;0,5;-2,3;-1,15
Cuddle;121411;487615;0;Café;0,5;-2,3;-1,15
Ramses B.V.;121218;485889;0;Café;0,5;-2,3;-1,15
KTV Bar;121812;487680;0;Café;0,5;-2,3;-1,15
Café ''t Sluisje' anno 1904 B.V.;124436;489358;0;Café;0,5;-2,3;-1,15
Café IJ-Zicht;124821;489178;0;Café;0,5;-2,3;-1,15
SARA NL B.V.;121488;487982;0;Café;0,5;-2,3;-1,15
Lost in Amsterdam B.V.;121503;487963;0;Café;0,5;-2,3;-1,15
Cafe 'Cuckoos Nest';121483;487724;0;Café;0,5;-2,3;-1,15
Akhnaton C.V.;121427;487700;0;Café;0,5;-2,3;-1,15
English Pub London Bridge Amsterdam;121428;487779;0;Café;0,5;-2,3;-1,15
Café St.George;121283;487555;0;Café;0,5;-2,3;-1,15
Café Next-Door B.V.;121251;487499;0;Café;0,5;-2,3;-1,15
Café Scheltema;121165;487250;0;Café;0,5;-2,3;-1,15
Café Bern;121887;487294;0;Café;0,5;-2,3;-1,15
Viva Fonteyn B.V.;121882;487281;0;Café;0,5;-2,3;-1,15
Gewaeght Café;121803;487317;0;Café;0,5;-2,3;-1,15
t Loosje V.O.F.;121786;487277;0;Café;0,5;-2,3;-1,15
Panama Alive B.V.;123895;487557;0;Café;0,5;-2,3;-1,15
Vertrouwd Horeca B.V.;123834;485483;0;Café;0,5;-2,3;-1,15
Vintage Grapes B.V.;123876;485500;0;Café;0,5;-2,3;-1,15
Café 'Tapvreugd';121649;487168;0;Café;0,5;-2,3;-1,15
The Bottle;121547;487670;0;Café;0,5;-2,3;-1,15
Café 'Old Sailor';121788;487425;0;Café;0,5;-2,3;-1,15
Café de Burgh;121774;487453;0;Café;0,5;-2,3;-1,15
Red Light Bar B.V.;121750;487370;0;Café;0,5;-2,3;-1,15
Café 'De Pul';121657;487282;0;Café;0,5;-2,3;-1,15
t Kelkje;121629;487187;0;Café;0,5;-2,3;-1,15
Praellokaal;121782;487634;0;Café;0,5;-2,3;-1,15
Molly Malone Pub & Hospitality B.V.;121904;487676;0;Café;0,5;-2,3;-1,15
Thai Mekhong River Bar;121784;487604;0;Café;0,5;-2,3;-1,15
Café Trinity B.V.;121771;487564;0;Café;0,5;-2,3;-1,15
The Bulldog Cocktailbar;121627;487377;0;Café;0,5;-2,3;-1,15
H.J.M. de Vries;121565;487295;0;Café;0,5;-2,3;-1,15
Susie's Saloon C.V.;121495;487202;0;Café;0,5;-2,3;-1,15
Gollem Proeflokaal;119970;486174;0;Café;0,5;-2,3;-1,15
Firma A.la Croix;119726;486031;0;Café;0,5;-2,3;-1,15
Goud West;119178;485820;0;Café;0,5;-2,3;-1,15
Craft & Draft Beer Bar;119165;485816;0;Café;0,5;-2,3;-1,15
Parck;119318;485916;0;Café;0,5;-2,3;-1,15
Perfection in detail;125462;478941;0;Café;0,5;-2,3;-1,15
Carte Blanche Café;125392;478896;0;Café;0,5;-2,3;-1,15
Mo' Better Entertainment B.V.;121142;487276;0;Café;0,5;-2,3;-1,15
Joy & Joan;119521;484217;0;Café;0,5;-2,3;-1,15
Kop Oost B.V.;120079;488814;0;Café;0,5;-2,3;-1,15
Café Blond B.V.;127154;486239;0;Café;0,5;-2,3;-1,15
Café Calandhal;115401;485244;0;Café;0,5;-2,3;-1,15
Café Koosje;122611;486635;0;Café;0,5;-2,3;-1,15
Sportcafé Verheij;123946;485652;0;Café;0,5;-2,3;-1,15
TonTon Club Westergas B.V.;119525;488817;0;Café;0,5;-2,3;-1,15
Al Ponte;122386;488334;0;Café;0,5;-2,3;-1,15
Bar Benjamin;120037;486976;0;Café;0,5;-2,3;-1,15
Bar Dumas;121526;483721;0;Café;0,5;-2,3;-1,15
Batavia 1920;121938;487759;0;Café;0,5;-2,3;-1,15
V.O.C. Café;121980;487728;0;Café;0,5;-2,3;-1,15
Café 'Pollux';122150;487476;0;Café;0,5;-2,3;-1,15
Het Papeneiland;121007;488183;0;Café;0,5;-2,3;-1,15
Café 'De Eland';120617;487021;0;Café;0,5;-2,3;-1,15
Rock-O-Theek the Cave;120784;486398;0;Café;0,5;-2,3;-1,15
Yellow Mountain B.V.;120822;486357;0;Café;0,5;-2,3;-1,15
J.D. William's Whiskey Bar;120957;487872;0;Café;0,5;-2,3;-1,15
Pantar;128839;480228;0;Café;0,5;-2,3;-1,15
RH6 B.V.;121095;487394;0;Café;0,5;-2,3;-1,15
Jay Beheer B.V.;117560;489638;0;Café;0,5;-2,3;-1,15
Café Scharrebier;122575;487058;0;Café;0,5;-2,3;-1,15
Club Exit;121227;486600;0;Café;0,5;-2,3;-1,15
Taboo;121204;486623;0;Café;0,5;-2,3;-1,15
Café Bar de Duivel;121377;486583;0;Café;0,5;-2,3;-1,15
Jantjes Verjaardag;121498;486537;0;Café;0,5;-2,3;-1,15
Bruincafé 't Centrum B.V.;121508;486580;0;Café;1;-2,3;-2,3
Three Sisters Pub;121615;486620;0;Café;1;-2,3;-2,3
PNC B.V.;121563;486531;0;Café;1;-2,3;-2,3
SCS Horeca B.V.;121571;486532;0;Café;1;-2,3;-2,3
Café Schiller;121592;486535;0;Café;1;-2,3;-2,3
AB & AB B.V.;121653;486623;0;Café;1;-2,3;-2,3
Cooldown Café Rembrandt;121666;486609;0;Café;1;-2,3;-2,3
Cocktails & Klimmen;118445;484636;0;Café;1;-2,3;-2,3
Sportcafé Laan van Spartaan;117680;487416;0;Café;1;-2,3;-2,3
Bar Italia B.V.;121342;487056;0;Café;1;-2,3;-2,3
The Tara B.V.;121339;487051;0;Café;1;-2,3;-2,3
Café de Oude Wester;120638;487474;0;Café;1;-2,3;-2,3
Café Efe's Beverwijk;116709;488162;0;Café;1;-2,3;-2,3
Café Kobalt B.V.;121443;488076;0;Café;1;-2,3;-2,3
The Web bar Amsterdam B.V.;121538;487738;0;Café;1;-2,3;-2,3
Bar 'The Web';121534;487740;0;Café;1;-2,3;-2,3
Bar Content;116332;487871;0;Café;1;-2,3;-2,3
Café De Walvis;120468;489133;0;Café;1;-2,3;-2,3
Café de Wereld B.V.;122720;488565;0;Café;1;-2,3;-2,3
Caffe Pais;121182;486905;0;Café;1;-2,3;-2,3
Hoppe Spui B.V.;121044;486881;0;Café;1;-2,3;-2,3
Café Luxembourg;121047;486875;0;Café;1;-2,3;-2,3
Bitterzoet B.V.;121426;487835;0;Café;1;-2,3;-2,3
Café The Doors Palace;121312;487718;0;Café;1;-2,3;-2,3
Bar Prik;121199;487543;0;Café;1;-2,3;-2,3
Schuim B.V.;121112;487242;0;Café;1;-2,3;-2,3
Café The Minds B.V.;121095;487111;0;Café;1;-2,3;-2,3
Café De Gaeper;121598;486818;0;Café;1;-2,3;-2,3
Café Berkhout B.V.;121174;485677;0;Café;1;-2,3;-2,3
Matala B.V.;118967;484189;0;Café;1;-2,3;-2,3
Café 't Stoofie;121658;487291;0;Café;1;-2,3;-2,3
The Kiwi;120673;489344;0;Café;1;-2,3;-2,3
Hotel Buiten;116459;487208;0;Café;1;-2,3;-2,3
Café La Bastille Thorbeckeplein B.V.;121549;486515;0;Café;1;-2,3;-2,3
De Heeren van Aemstel;121551;486508;0;Café;1;-2,3;-2,3
Café 'Nasty';121511;486527;0;Café;1;-2,3;-2,3
Mister Coco's Amsterdam B.V.;121510;486523;0;Café;1;-2,3;-2,3
CINEMA Café;121511;486503;0;Café;1;-2,3;-2,3
Feestcafe Woody;121514;486491;0;Café;1;-2,3;-2,3
Café Cinetol B.V.;122254;485100;0;Café;1;-2,3;-2,3
Istanbul Lounge B.V.;119914;487580;0;Café;1;-2,3;-2,3
Café 020;119847;487609;0;Café;1;-2,3;-2,3
Sanementereng;120389;487230;0;Café;1;-2,3;-2,3
Nachtcafé Ambience;120361;488416;0;Café;1;-2,3;-2,3
JUNGLE AMSTERDAM;123625;486089;0;Café;1;-2,3;-2,3
The Cuban;121765;486076;0;Café;1;-2,3;-2,3
BLT Horeca;120592;485178;0;Café;1;-2,3;-2,3
Café Lusthof;120482;485349;0;Café;1;-2,3;-2,3
Café SOOF Amsterdam Houthavens B.V.;121110;489243;0;Café;1;-2,3;-2,3
Café van Hall;119801;488615;0;Café;1;-2,3;-2,3
Avanti B.V.;120407;482300;0;Café;1;-2,3;-2,3
Piet de Gruyter;120146;488645;0;Café;1;-2,3;-2,3
Bar Hutspot B.V.;121756;485621;0;Café;1;-2,3;-2,3
Café Noumidia;121784;485618;0;Café;1;-2,3;-2,3
t Einde;121938;485260;0;Café;1;-2,3;-2,3
Café Chris Scholten;121906;485266;0;Café;1;-2,3;-2,3
Bob G. B.V.;121962;485161;0;Café;1;-2,3;-2,3
Café Mezrab;123702;487667;0;Café;1;-2,3;-2,3
Stichting Groot Mijdrechtstraat 24;121362;486587;0;Café;1;-2,3;-2,3
The Poolhole;121183;486850;0;Café;1;-2,3;-2,3
Café Havelaar;121193;486786;0;Café;1;-2,3;-2,3
Cafe Blek;121780;484350;0;Café;1;-2,3;-2,3
Café 'Hill Street Blues';121697;487618;0;Café;1;-2,3;-2,3
W-58 B.V.;121686;487606;0;Café;1;-2,3;-2,3
W-60 B.V.;121681;487600;0;Café;1;-2,3;-2,3
The Eagle Bar B.V.;121628;487542;0;Café;1;-2,3;-2,3
The Warehouse;121609;487520;0;Café;1;-2,3;-2,3
Brasil Music Bar B.V.;121590;487477;0;Café;1;-2,3;-2,3
Benvenuti B.V.;121588;487474;0;Café;1;-2,3;-2,3
Players B.V.;121520;487422;0;Café;1;-2,3;-2,3
Stichting Shaffy Theater Foyer;122302;485508;0;Café;1;-2,3;-2,3
Café Hesp B.V.;122662;484766;0;Café;1;-2,3;-2,3
Oedipus Brewpub B.V. i.o.;121257;488578;0;Café;1;-2,3;-2,3
Drovers Dog B.V.;121332;488812;0;Café;1;-2,3;-2,3
Hor. Exploitatiemij. het Proeflokaal;121299;488931;0;Café;1;-2,3;-2,3
Café Westerdok;121237;489165;0;Café;1;-2,3;-2,3
Café de Wetering;121052;486043;0;Café;1;-2,3;-2,3
DownStairs B.V.;128094;478281;0;Café;1;-2,3;-2,3
Brunello Amsterdam B.V.;119654;485388;0;Café;1;-2,3;-2,3
G-Spot Café;127708;478771;0;Café;1;-2,3;-2,3
De Barderij;121858;487663;0;Café;1;-2,3;-2,3
Casablanca Variete;121875;487634;0;Café;1;-2,3;-2,3
Club San Francisco B.V.;121890;487592;0;Café;1;-2,3;-2,3
Café Bar Italiano;121841;487476;0;Café;1;-2,3;-2,3
Café de Zeemeeuw;121841;487476;0;Café;1;-2,3;-2,3
De Kroegtijger;121831;487365;0;Café;1;-2,3;-2,3
Kadinsky Café;121392;487477;0;Café;1;-2,3;-2,3
Bruin café 2.0 B.V.;121548;486618;10;Café;1;-2,3;-2,3
Ter Brugge Exploitatie B.V.;118793;485699;14;Café;1;-2,3;-2,3
Café 'Ruk en Pluk';123628;485604;15;Café;1;-2,3;-2,3
Rijnbar;122114;484655;15;Café;1;-2,3;-2,3
Tweede Kamer B.V.;121028;486891;25;Café;1;-2,3;-2,3
Cobra Cafe;120748;485790;25;Café;1;-2,3;-2,3
Poolcafé 't Hoekje;120366;489357;25;Café;1;-2,3;-2,3
Theatercafé de Richel B.V.;119877;487500;33;Café;1;-2,3;-2,3
Proeflokaal 'Int Aepjen';121834;487716;33;Café;1;-2,3;-2,3
Rooklokaal de Republiek B.V.;120371;488376;34;Café;1;-2,3;-2,3
Proeverij de Roode Laars;121861;487678;35;Café;1;-2,3;-2,3
Café 'Hermes';121075;485095;36;Café;1;-2,3;-2,3
Speak Easy;122409;485452;36;Café;1;-2,3;-2,3
Café het Dwarsliggertje;121421;486574;36;Café;1;-2,3;-2,3
Café 't Mandje;121891;487548;36;Café;1;-2,3;-2,3
Regal Café;120178;486847;37;Café;1;-2,3;-2,3
Café 'van Beeren';121536;487690;37;Café;1;-2,3;-2,3
Palmolive B.V.;120693;488380;37;Café;1;-2,3;-2,3
Café Lange Leo;121040;486915;37;Café;1;-2,3;-2,3
Café Anderz II;122551;489339;38;Café;1;-2,3;-2,3
Café de Hartjes;121833;487670;38;Café;1;-2,3;-2,3
Café Stevens;121898;487329;39;Café;1;-2,3;-2,3
Wonder Bar Two;121711;487588;39;Café;1;-2,3;-2,3
Café Five Stars;122412;485455;40;Café;1;-2,3;-2,3
Caf, Figuranten-bar;119051;485983;40;Café;1;-2,3;-2,3
Taverna Catalana;121022;485444;40;Café;1;-2,3;-2,3
The Tribe;121657;487556;40;Café;1;-2,3;-2,3
Café Noord City;124661;490119;41;Café;1;-2,3;-2,3
Café 'De Zon';120858;488159;41;Café;1;-2,3;-2,3
Café 't Molentje;121010;487271;41;Café;1;-2,3;-2,3
Café 't Monumentje;120675;487969;41;Café;1;-2,3;-2,3
Bar Centraal B.V.;119531;486731;42;Café;1;-2,3;-2,3
Buster´s;121807;487706;42;Café;1;-2,3;-2,3
Café Neutraal;121379;485430;43;Café;1;-2,3;-2,3
J. Van Lachterop B.V.;120519;486969;43;Café;1;-2,3;-2,3
Soukara;118604;486922;43;Café;1;-2,3;-2,3
Café Zeepost;121955;487764;44;Café;1;-2,3;-2,3
Café 'Insulinde';124211;486356;44;Café;1;-2,3;-2,3
Café Eve-naar;119127;486429;45;Café;1;-2,3;-2,3
Café 'De Spuyt';120826;486198;45;Café;1;-2,3;-2,3
Café 'De Tuin' B.V.;120595;487818;45;Café;1;-2,3;-2,3
Café Verhoeff B.V. i.o.;121854;487668;45;Café;1;-2,3;-2,3
Kadinsky;121099;487054;46;Café;1;-2,3;-2,3
Café Black & White;119177;486361;47;Café;1;-2,3;-2,3
Café De Pool;121630;487162;47;Café;1;-2,3;-2,3
Het Sportcafé 1;123561;486439;47;Café;1;-2,3;-2,3
Café 'Charles 1';121895;487313;48;Café;1;-2,3;-2,3
Café Hegeraad;120880;488065;48;Café;1;-2,3;-2,3
De Kroon Drie;118361;484737;48;Café;1;-2,3;-2,3
RODE Amsterdam;120935;485206;48;Café;1;-2,3;-2,3
Glouglou B.V.;121466;485068;49;Café;1;-2,3;-2,3
Café Anno 1890;118870;481733;50;Café;1;-2,3;-2,3
Het Paardje B.V.;121312;485477;50;Café;1;-2,3;-2,3
La Chesa;120097;486784;50;Café;1;-2,3;-2,3
Café Bromtjie;122621;485537;51;Café;1;-2,3;-2,3
Café Le Montmartre de Paris;121540;486633;51;Café;1;-2,3;-2,3
